Model,Scenario,Region,Variable,Unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
PD22,baseline,belarus,Commercial|Biofuels and Waste|Primary solid biofuels|PRIMSBIO|Final consumption|Commercial and public services|COMMPUB,TJ,1976.9986,2138.002,2299.0012,2453.0001,3462.9986,4018.0008,2528.9989,2521.9985,2782.9995,2791.0004,3194.0009,3252.0006,3155.0008,3856.0009,4151.9993,4559.9988,5134.0007,5449.9994,5395.9981,6356.9985,7120.0009,4857.002,4826.9994,4907.0008,5142.0017,4553.9991,4532.0017,4398.9996,3957.9998,3345.9985,3373.198259292408,3403.561132941128,3433.9240065898484,3464.2868802385683,3494.649753887288,3525.012627536008,3555.3755011847284,3585.738374833448,3616.101248482168,3646.464122130888,3676.826995779608,3707.189869428328,3737.552743077048,3767.915616725768,3798.278490374488,3828.641364023209,3859.004237671928,3889.367111320648,3919.729984969368,3950.092858618089,3980.455732266808,4010.818605915528,4041.181479564249,4071.544353212968,4101.907226861688,4132.270100510408,4162.632974159128,4192.995847807848,4223.358721456569,4253.7215951052885,4284.084468754008
PD22,baseline,belarus,Commercial|Coal|Other bituminous coal|BITCOAL|Final consumption|Commercial and public services|COMMPUB,TJ,18832.599,19257.1615,17673.6802,20687.4017,15936.9621,14634.4193,15732.6421,2911.5593,3396.822,2502.9193,3728.8394,2809.4014,1941.0382,1609.0207,1047.1396,652.0229,457.5251,208.8795,147.7061,169.2891,116.2465,0.0,78.2513,50.3505,51.2213,51.2297,25.2045,24.5263,23.7098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,belarus,Commercial|Electricity and Heat|Electricity|ELECTR|Final consumption|Commercial and public services|COMMPUB,TJ,22955.7597,24793.1996,22933.2975,22783.1044,22840.4175,21572.4954,22004.3512,20161.8703,20471.9029,20772.0001,19887.8401,19940.9748,20323.7278,20373.4084,20539.1513,21228.6586,22123.1517,22715.9984,22863.5998,24458.398,25567.2008,25725.6,27774.0003,28461.5984,29095.1994,28205.9985,28796.4001,28789.1988,29699.9995,30384.0012,31523.317647468004,32370.651325614155,33217.9850037603,34065.31868190646,34912.652360052605,35759.98603819876,36607.31971634491,37454.65339449106,38301.98707263721,39149.320750783365,39996.65442892951,40843.98810707567,41691.321785221815,42538.65546336796,43385.98914151412,44233.322819660265,45080.65649780642,45927.99017595257,46775.32385409872,47622.65753224487,48469.99121039102,49317.32488853717,50164.65856668333,51011.99224482948,51859.32592297562,52706.65960112178,53553.99327926793,54401.32695741407,55248.66063556023,56095.99431370638,56943.32799185253
PD22,baseline,belarus,Commercial|Electricity and Heat|Heat – High Temperature|HHEAT|Final consumption|Commercial and public services|COMMPUB,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,belarus,Commercial|Electricity and Heat|Heat – Low Temperature|LHEAT|Final consumption|Commercial and public services|COMMPUB,TJ,55227.9993,47985.9992,60672.9996,65502.0003,51364.0015,45254.9998,52937.9997,50248.9981,47960.9998,60397.0016,50593.9988,53410.9992,45652.0005,51279.0011,50769.9993,52819.9989,52105.9988,46738.002,40268.0018,50339.0017,51013.0012,45922.9995,50722.0018,49835.9996,50045.0004,47099.0005,48330.9999,47720.9999,50019.0004,46283.998,47466.90986964138,48373.64145699453,49280.37304434768,50187.10463170084,51093.83621905399,52000.56780640714,52907.299393760295,53814.03098111345,54720.7625684666,55627.49415581975,56534.22574317291,57440.95733052606,58347.68891787921,59254.42050523236,60161.15209258552,61067.88367993866,61974.61526729182,62881.34685464497,63788.07844199812,64694.81002935128,65601.54161670443,66508.27320405758,67415.00479141073,68321.73637876389,69228.46796611704,70135.19955347019,71041.93114082335,71948.6627281765,72855.39431552964,73762.1259028828,74668.85749023595
PD22,baseline,belarus,Commercial|Natural gas|Natural gas|NATGAS|Final consumption|Commercial and public services|COMMPUB,TJ,16485.2989,18280.7997,21671.0987,18746.0997,10181.6989,10128.6019,14174.1016,16802.1015,12686.4017,16063.1983,9641.698,3792.6002,4534.1997,4608.0005,5252.3992,3896.0979,2499.3019,2097.0006,2037.5983,2318.3986,2124.0013,1943.9982,2114.0995,2356.2012,2129.3981,1856.6993,1911.6008,2087.0989,2133.8989,2067.2995,2118.422883500348,2155.54691213672,2192.6709407730914,2229.794969409464,2266.9189980458355,2304.043026682208,2341.167055318579,2378.291083954952,2415.415112591323,2452.539141227695,2489.6631698640667,2526.787198500439,2563.911227136811,2601.0352557731826,2638.1592844095544,2675.2833130459267,2712.4073416822985,2749.5313703186703,2786.655398955042,2823.779427591414,2860.903456227786,2898.027484864158,2935.1515135005297,2972.275542136902,3009.399570773274,3046.5235994096456,3083.6476280460174,3120.771656682389,3157.895685318761,3195.0197139551333,3232.143742591505
PD22,baseline,belarus,Commercial|Oil products|Fuel oil|RESFUEL|Final consumption|Commercial and public services|COMMPUB,TJ,41000.001,32559.9983,26719.9985,15799.9993,8120.0013,6959.9982,5720.002,6799.9996,1240.0004,1080.0018,399.9985,479.9999,439.9992,840.0019,679.9991,1000.0004,1480.0003,1159.999,1359.9982,719.9998,439.9992,159.9986,239.9999,239.9999,239.9999,199.9992,239.9999,199.9992,159.9986,199.9992,194.07320741282533,193.1484877232389,192.2237680336524,191.2990483440659,190.37432865447943,189.4496089648929,188.52488927530644,187.60016958571995,186.67544989613344,185.75073020654696,184.82601051696048,183.901290827374,182.9765711377875,182.051851448201,181.1271317586145,180.202412069028,179.27769237944153,178.35297268985502,177.42825300026854,176.50353331068206,175.57881362109555,174.65409393150907,173.7293742419226,172.80465455233607,171.8799348627496,170.9552151731631,170.0304954835766,169.10577579399012,168.18105610440364,167.25633641481713,166.33161672523065
PD22,baseline,belarus,Commercial|Oil products|Gas/diesel oil excl. biofuels|NONBIODIES|Final consumption|Commercial and public services|COMMPUB,TJ,5227.5003,3612.5008,3570.0006,2592.5001,935.0004,425.0021,467.4981,382.5019,255.0012,467.4981,679.9991,594.9987,425.0021,425.0021,425.0021,382.5019,679.9991,722.4993,807.4997,1062.501,1317.498,1317.498,1275.002,1359.9982,1105.0012,1020.0008,977.5006,1275.002,1359.9982,1444.9987,1402.1832708148986,1395.5021503438322,1388.821029872766,1382.1399094016997,1375.458788930633,1368.7776684595672,1362.0965479885008,1355.4154275174346,1348.7343070463685,1342.053186575302,1335.3720661042355,1328.6909456331691,1322.009825162103,1315.3287046910368,1308.6475842199704,1301.966463748904,1295.285343277838,1288.6042228067715,1281.9231023357054,1275.241981864639,1268.5608613935726,1261.8797409225065,1255.19862045144,1248.517499980374,1241.8363795093076,1235.1552590382412,1228.474138567175,1221.7930180961089,1215.1118976250425,1208.430777153976,1201.7496566829095
PD22,baseline,belarus,Commercial|Oil products|Liquified petroleum gases (LPG)|LPG|Final consumption|Commercial and public services|COMMPUB,TJ,1794.0019,1517.9997,413.9992,230.0019,413.9992,230.0019,184.0015,0.0,184.0015,92.0007,873.9987,367.9988,321.9984,827.9983,873.9987,275.998,321.9984,505.9999,1058.0002,0.0,0.0,230.0019,92.0007,46.0004,0.0,0.0,0.0,46.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,belarus,Commercial|Oil products|Motor gasoline excl. biofuels|NONBIOGASO|Final consumption|Commercial and public services|COMMPUB,TJ,3299.9981,3079.9985,1407.9999,7172.001,1407.9999,2287.9983,5544.0015,0.0,176.0005,0.0,132.0014,0.0,0.0,132.0014,263.9987,176.0005,132.0014,396.0001,528.0015,176.0005,176.0005,132.0014,132.0014,176.0005,132.0014,176.0005,263.9987,308.0019,308.0019,308.0019,298.875778614336,297.4516958112045,296.02761300807305,294.6035302049416,293.17944740181014,291.7553645986786,290.3312817955472,288.9071989924157,287.48311618928426,286.0590333861528,284.6349505830213,283.2108677798899,281.78678497675844,280.362702173627,278.9386193704956,277.5145365673641,276.09045376423256,274.6663709611011,273.24228815796965,271.8182053548382,270.39412255170674,268.9700397485753,267.54595694544383,266.1218741423124,264.69779133918087,263.2737085360494,261.849625732918,260.4255429297865,259.00146012665505,257.5773773235236,256.15329452039214
