Model,Scenario,Region,Variable,Unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
PD22,baseline,oman,Commercial|Electricity and Heat|Electricity|ELECTR|Final consumption|Commercial and public services|COMMPUB,TJ,4744.8,4647.5996,4752.00065,5255.999949999999,5608.8003,6303.6,7250.3994,7556.3997,8006.400449999999,8341.1992,8607.60015,9284.40035,9835.19965,9990.00105,11152.801,12754.80075,14000.3998,14893.2006,16808.399250000002,18730.8006,21549.601,23896.8008,25973.99935,28864.7999,31266.0004,36187.1995,38944.8007,43242.7216,45117.30925,47121.9308,48808.10114040483,49984.99140979435,51161.88167918386,52338.77194857337,53515.66221796288,54692.5524873524,55869.44275674191,57046.33302613143,58223.22329552093,59400.11356491045,60577.00383429996,61753.89410368948,62930.78437307899,64107.6746424685,65284.56491185802,66461.45518124753,67638.34545063705,68815.23572002655,69992.12598941606,71169.01625880558,72345.90652819509,73522.7967975846,74699.68706697412,75876.57733636363,77053.46760575315,78230.35787514265,79407.24814453218,80584.13841392168,81761.02868331119,82937.91895270071,84114.80922209022
PD22,baseline,oman,Commercial|Natural gas|Natural gas|NATGAS|Final consumption|Commercial and public services|COMMPUB,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8955.90005,31446.89995,76401.89934999999,124478.99925,164593.80055,170385.3005,167365.80089999997,193686.30005,199425.5995,183185.33835,257301.47145,274469.89215,277644.080668856,280553.68572672136,283463.2907845868,286372.8958424522,289282.5009003176,292192.105958183,295101.71101604844,298011.3160739138,300920.92113177927,303830.52618964465,306740.1312475101,309649.73630537547,312559.3413632409,315468.9464211063,318378.5514789717,321288.1565368371,324197.7615947025,327107.366652568,330016.97171043337,332926.57676829875,335836.18182616413,338745.7868840296,341655.3919418949,344564.9969997604,347474.6020576258,350384.2071154912,353293.8121733566,356203.41723122203,359113.0222890874,362022.6273469528,364932.23240481823
PD22,baseline,oman,Electric Power|Electricity and Heat|Electricity|ELECTR|Energy industry own use and Losses|Losses|DISTLOSS,TJ,-1936.80055,-1962.00075,-2376.0003,-2757.59905,-2991.5992,-2916.00075,-3384.001,-3790.79995,-4680.00045,-5263.2006,-6656.40035,-6667.19925,-7588.80055,-8078.40065,-7682.4006,-10112.3995,-10051.200250000002,-10584.00005,-10332.0004,-12023.99985,-10897.20105,-10231.1997,-12275.9995,-10335.60075,-11411.9992,-11411.9992,-11696.3997,-11941.61805,-13210.2387,-13381.04105,-14123.338097253836,-14336.453616223727,-14549.569135193618,-14762.68465416351,-14975.8001731334,-15188.91569210329,-15402.03121107318,-15615.146730043072,-15828.262249012963,-16041.377767982854,-16254.493286952744,-16467.608805922635,-16680.724324892526,-16893.839843862417,-17106.95536283231,-17320.0708818022,-17533.18640077209,-17746.30191974198,-17959.417438711873,-18172.532957681764,-18385.64847665165,-18598.763995621543,-18811.87951459144,-19024.995033561325,-19238.110552531216,-19451.226071501107,-19664.341590471,-19877.45710944089,-20090.57262841078,-20303.68814738067,-20516.803666350563
PD22,baseline,oman,"Electric Power|Electricity and Heat|Electricity|ELECTR|Energy industry own use and Losses|Own use in electricity, CHP and heat plants|EPOWERPLT",TJ,-889.2,-936.0,-982.8,-1141.2,-1148.4,-1180.8,-1159.2,-1350.0,-1414.8,-1422.0,-1544.4,-2012.4,-1728.0,-1479.6,-1944.0,-1209.6,-1357.2,-1670.4,-1184.4,-2239.2,-2372.4,-1872.0,-2347.2,-2084.4,-2826.0,-2433.6,-2232.0,-1653.48,-1789.2,-2952.0,-3115.758625005737,-3162.774175563301,-3209.789726120865,-3256.805276678429,-3303.8208272359934,-3350.836377793558,-3397.851928351122,-3444.8674789086863,-3491.8830294662503,-3538.8985800238142,-3585.9141305813787,-3632.929681138943,-3679.945231696506,-3726.960782254071,-3773.976332811635,-3820.991883369199,-3868.007433926764,-3915.022984484328,-3962.038535041892,-4009.054085599456,-4056.06963615702,-4103.085186714584,-4150.100737272149,-4197.116287829713,-4244.131838387277,-4291.147388944841,-4338.162939502405,-4385.178490059969,-4432.194040617533,-4479.209591175098,-4526.2251417326615
PD22,baseline,oman,Electric Power|Electricity and Heat|Electricity|ELECTR|Transformation processes|Main activity producer electricity plants|MAINELEC,TJ,16203.5992,16649.999649999998,18406.80075,20998.79955,22312.8006,23400.00005,24487.1995,26344.7992,29520.0003,30286.8002,32799.60025,35053.20005,37191.5999,38570.4005,41396.3994,45586.799750000006,49190.3996,52552.80075,57776.39985,66401.9995,71348.40090000001,78746.401,90061.19985,94467.6008,104864.40075,117943.19925,123235.20035,130066.6282,135784.94055,138012.9095,145669.00851516303,147867.095549104,150065.182583045,152263.26961698598,154461.35665092696,156659.44368486793,158857.53071880894,161055.6177527499,163253.70478669088,165451.79182063186,167649.87885457286,169847.96588851383,172046.0529224548,174244.13995639578,176442.2269903368,178640.31402427776,180838.4010582188,183036.4880921597,185234.5751261007,187432.66216004168,189630.74919398263,191828.83622792363,194026.92326186463,196225.0102958056,198423.09732974652,200621.1843636876,202819.27139762856,205017.3584315696,207215.4454655105,209413.5324994515,211611.61953339248
PD22,baseline,oman,Electric Power|Electricity and Heat|Offshore wind energy|OFFSHORE|Electricity output|Electricity output -autoproducer electricity plants|ELAUTOE,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,oman,Electric Power|Electricity and Heat|Offshore wind energy|OFFSHORE|Electricity output|Electricity output -main activity producer electricity plants|ELMAINE,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,oman,Electric Power|Electricity and Heat|Offshore wind energy|OFFSHORE|Transformation processes|Autoproducer electricity plants|AUTOELEC,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,oman,Electric Power|Electricity and Heat|Offshore wind energy|OFFSHORE|Transformation processes|Main activity producer electricity plants|MAINELEC,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,oman,Electric Power|Electricity and Heat|Onshore wind energy|ONSHORE|Electricity output|Electricity output -autoproducer electricity plants|ELAUTOE,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,oman,Electric Power|Electricity and Heat|Onshore wind energy|ONSHORE|Electricity output|Electricity output -main activity producer electricity plants|ELMAINE,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,oman,Electric Power|Electricity and Heat|Onshore wind energy|ONSHORE|Transformation processes|Autoproducer electricity plants|AUTOELEC,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
