Model,Scenario,Region,Variable,Unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
PD22,baseline,pakistan,Commercial|Electricity and Heat|Electricity|ELECTR|Final consumption|Commercial and public services|COMMPUB,TJ,14472.0004,15274.79935,16621.19915,17513.999949999998,18860.3997,21240.00035,21855.5992,23659.20035,22341.599,22946.399,23518.80025,23950.79935,24570.00065,27360.00055,29286.00015,32828.40075,36442.7995,37753.2002,35855.999,38019.59905,39725.999800000005,38959.1999,38383.2004,40370.3992,40881.59915,44575.2008,48959.999800000005,55094.39925,61937.9997,64250.79805,66770.07747765558,69376.5557482509,71983.03401884623,74589.51228944155,77195.99056003688,79802.4688306322,82408.94710122753,85015.42537182287,87621.90364241818,90228.38191301352,92834.86018360883,95441.33845420416,98047.8167247995,100654.29499539484,103260.77326599017,105867.25153658548,108473.7298071808,111080.20807777611,113686.68634837146,116293.16461896678,118899.6428895621,121506.12116015745,124112.59943075276,126719.07770134808,129325.55597194342,131932.03424253874,134538.51251313408,137144.99078372942,139751.46905432473,142357.94732492004,144964.42559551538
PD22,baseline,pakistan,Commercial|Natural gas|Natural gas|NATGAS|Final consumption|Commercial and public services|COMMPUB,TJ,11465.9999,12155.39915,13336.20075,14186.69985,14954.39985,15787.7995,17132.399100000002,17468.1,19982.7002,20212.19995,19193.40035,20601.8994,21203.0991,22520.70045,25312.5005,27246.6008,29207.6994,31562.99995,33081.3005,34402.500100000005,33947.10095,36890.1,37878.30100000001,35483.399000000005,32756.40055,31309.2001,30588.30015,29879.1584,29049.12185,29336.37795,29168.9840933622,29588.79308195734,30008.60207055248,30428.41105914762,30848.22004774276,31268.029036337903,31687.83802493304,32107.64701352818,32527.456002123323,32947.26499071846,33367.0739793136,33786.88296790874,34206.691956503884,34626.500945099026,35046.30993369416,35466.1189222893,35885.92791088444,36305.73689947958,36725.545888074725,37145.354876669866,37565.163865265,37984.97285386015,38404.78184245528,38824.59083105042,39244.399819645565,39664.20880824071,40084.01779683585,40503.82678543098,40923.63577402612,41343.444762621264,41763.253751216405
PD22,baseline,pakistan,Commercial|Oil products|Fuel oil|RESFUEL|Final consumption|Commercial and public services|COMMPUB,TJ,776.4,694.67,817.26,1021.58,858.12,1185.03,1838.83,1593.66,1225.89,1389.34,2696.96,2942.14,694.67,572.08,326.91,2084.01,163.45,367.77,286.04,163.45,40.86,122.59,204.32,40.86,245.18,122.59,40.86,16.84,8.5,8.58,8.481080189472154,8.536587401676472,8.59209461388079,8.647601826085108,8.703109038289426,8.758616250493743,8.814123462698062,8.869630674902378,8.925137887106697,8.980645099311015,9.036152311515332,9.09165952371965,9.14716673592397,9.202673948128286,9.258181160332605,9.313688372536925,9.36919558474124,9.424702796945558,9.480210009149877,9.535717221354194,9.591224433558512,9.646731645762827,9.702238857967147,9.757746070171464,9.813253282375785,9.8687604945801,9.92426770678442,9.979774918988737,10.035282131193055,10.090789343397372,10.14629655560169
PD22,baseline,pakistan,Commercial|Oil products|Gas/diesel oil excl. biofuels|NONBIODIES|Final consumption|Commercial and public services|COMMPUB,TJ,6304.44,5378.61,6613.05,5643.14,4849.57,5070.01,4849.57,4540.96,4805.48,21514.46,4408.7,5775.4,3350.61,4276.44,3835.57,4276.44,4188.27,4849.57,6216.27,4629.14,6216.27,4364.61,5334.53,6480.79,6921.66,7803.4,7186.18,6875.01,6956.44,7025.22,6944.225427585497,6989.67418951114,7035.122951436782,7080.571713362426,7126.020475288069,7171.469237213712,7216.917999139355,7262.366761064998,7307.8155229906415,7353.264284916284,7398.713046841927,7444.161808767571,7489.610570693214,7535.059332618856,7580.5080945445,7625.956856470142,7671.4056183957855,7716.854380321429,7762.303142247072,7807.751904172715,7853.200666098358,7898.649428024001,7944.098189949644,7989.546951875287,8034.99571380093,8080.444475726574,8125.893237652216,8171.3419995778595,8216.790761503502,8262.239523429145,8307.688285354789
PD22,baseline,pakistan,Commercial|Oil products|Liquified petroleum gases (LPG)|LPG|Final consumption|Commercial and public services|COMMPUB,TJ,0.0,0.0,0.0,0.0,0.0,0.0,2135.07,2362.21,2680.19,2907.33,3634.16,2135.07,2362.21,2589.34,4678.98,7450.03,8676.56,8767.41,8404.0,8767.41,8267.72,7949.72,8540.28,10266.5,13082.98,18761.35,19579.04,23430.34,18868.92,19055.49,18835.79705590731,18959.074110346384,19082.351164785458,19205.62821922453,19328.905273663608,19452.18232810268,19575.45938254176,19698.73643698083,19822.013491419904,19945.290545858978,20068.56760029805,20191.844654737128,20315.1217091762,20438.398763615274,20561.675818054347,20684.95287249342,20808.229926932498,20931.50698137157,21054.784035810644,21178.06109024972,21301.338144688794,21424.615199127868,21547.89225356694,21671.16930800601,21794.44636244509,21917.723416884164,22041.00047132324,22164.27752576231,22287.554580201388,22410.83163464046,22534.10868907953
PD22,baseline,pakistan,Commercial|Oil products|Other kerosene|OTHKERO|Final consumption|Commercial and public services|COMMPUB,TJ,649.38,735.96,649.38,692.67,735.96,735.96,606.09,779.26,692.67,909.13,692.67,1168.88,562.8,606.09,779.26,952.43,865.84,865.84,1298.76,1168.88,1298.76,1039.01,1082.3,1385.35,1385.35,1515.22,1298.76,1563.15,1330.06,1343.22,1327.7338615504411,1336.4236514778402,1345.1134414052392,1353.8032313326382,1362.4930212600373,1371.1828111874363,1379.872601114835,1388.5623910422344,1397.2521809696334,1405.9419708970324,1414.6317608244317,1423.3215507518305,1432.0113406792295,1440.7011306066286,1449.3909205340276,1458.0807104614269,1466.770500388826,1475.460290316225,1484.150080243624,1492.839870171023,1501.529660098422,1510.219450025821,1518.90923995322,1527.5990298806191,1536.2888198080182,1544.9786097354172,1553.6683996628162,1562.3581895902153,1571.0479795176143,1579.737769445013,1588.4275593724124
PD22,baseline,pakistan,Electric Power|Biofuels and Waste|Primary solid biofuels|PRIMSBIO|Electricity output|Electricity output -main activity producer electricity plants|ELMAINE,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.6,2563.2000000000003,3556.8,3207.6,3239.316,3375.9242800466136,3503.9016899398803,3631.8790998331465,3759.856509726413,3887.83391961968,4015.811329512946,4143.788739406213,4271.766149299479,4399.743559192746,4527.720969086013,4655.698378979279,4783.675788872545,4911.653198765812,5039.630608659079,5167.608018552344,5295.585428445611,5423.562838338878,5551.540248232144,5679.517658125411,5807.495068018678,5935.472477911944,6063.449887805211,6191.427297698477,6319.404707591743,6447.38211748501,6575.359527378276,6703.336937271542,6831.314347164809,6959.291757058076,7087.269166951342,7215.246576844609
PD22,baseline,pakistan,Electric Power|Biofuels and Waste|Primary solid biofuels|PRIMSBIO|Transformation processes|Main activity producer electricity plants|MAINELEC,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10008.0,-12816.0,-17784.0,-16038.0,-16196.6,-16879.64224367212,-17519.53008328927,-18159.417922906425,-18799.30576252357,-19439.19360214073,-20079.081441757888,-20718.96928137504,-21358.8571209922,-21998.744960609347,-22638.6328002265,-23278.520639843653,-23918.40847946081,-24558.296319077963,-25198.184158695112,-25838.07199831227,-26477.959837929426,-27117.84767754657,-27757.73551716373,-28397.62335678088,-29037.51119639804,-29677.399036015187,-30317.286875632344,-30957.174715249497,-31597.06255486665,-32236.950394483803,-32876.83823410096,-33516.726073718106,-34156.61391333526,-34796.50175295242,-35436.38959256957,-36076.277432186725
PD22,baseline,pakistan,Electric Power|Coal|Other bituminous coal|BITCOAL|Electricity output|Electricity output -main activity producer electricity plants|ELMAINE,TJ,136.8,97.2,158.4,162.0,144.0,1584.0,1350.0,1461.6,1803.6,1476.0,867.6,1026.0,831.6,712.8000000000001,630.0,464.4,489.6,489.6,406.8,417.6,316.8,345.6,219.6,565.2,522.0,532.8000000000001,2246.4,39279.6,56786.4,57347.928,59766.402087837385,62032.07770830341,64297.75332876944,66563.42894923547,68829.10456970149,71094.78019016753,73360.45581063355,75626.13143109958,77891.80705156561,80157.48267203163,82423.15829249765,84688.83391296369,86954.50953342972,89220.18515389574,91485.86077436178,93751.5363948278,96017.21201529384,98282.88763575986,100548.56325622588,102814.2388766919,105079.91449715794,107345.59011762396,109611.26573809,111876.94135855604,114142.61697902204,116408.29259948808,118673.96821995411,120939.64384042012,123205.31946088617,125470.9950813522,127736.67070181822
PD22,baseline,pakistan,Electric Power|Coal|Other bituminous coal|BITCOAL|Transformation processes|Main activity producer electricity plants|MAINELEC,TJ,-752.4,-470.25,-752.4,-827.64,-771.21,-7505.19,-6621.12,-6527.07,-7806.15,-6545.88,-3874.86,-4828.36,-4139.77,-4230.58,-4086.0,-3386.17,-3952.07,-3967.54,-2668.27,-3068.5,-2331.84,-2546.78,-1535.88,-3925.02,-3681.23,-4973.32,-20965.94,-108148.29,-143873.55,-145296.23,-151423.6556903486,-157163.95246369715,-162904.24923704567,-168644.54601039423,-174384.8427837428,-180125.13955709134,-185865.43633043987,-191605.73310378843,-197346.02987713696,-203086.3266504855,-208826.62342383407,-214566.92019718263,-220307.21697053115,-226047.5137438797,-231787.81051722827,-237528.1072905768,-243268.40406392532,-249008.7008372739,-254748.9976106225,-260489.29438397105,-266229.59115731955,-271969.8879306681,-277710.18470401666,-283450.48147736525,-289190.7782507137,-294931.0750240623,-300671.3717974109,-306411.66857075936,-312151.96534410794,-317892.2621174565,-323632.55889080506
