Model,Scenario,Region,Variable,Unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
PD22,baseline,ecuador,Commercial|Electricity and Heat|Electricity|ELECTR|Final consumption|Commercial and public services|COMMPUB,TJ,3527.9986,3855.599,4125.6015,4233.6001,4870.8017,5158.7991,5695.1994,6278.3997,6984.0011,6674.3998,7135.199,7441.1996,7776.0013,8927.9993,9054.0011,9655.2004,10277.9995,14367.5987,14302.7996,14489.9998,15080.4014,16675.1996,18179.9983,19962.0009,21711.6018,23176.8018,23878.7983,24465.8714,24978.9093,26074.7875,26937.280597167995,27983.103390893903,29028.926184619813,30074.748978345724,31120.571772071635,32166.394565797546,33212.21735952345,34258.04015324936,35303.86294697527,36349.68574070119,37395.50853442709,38441.331328153,39487.154121878906,40532.97691560482,41578.79970933073,42624.62250305664,43670.44529678255,44716.268090508456,45762.09088423436,46807.91367796028,47853.73647168619,48899.5592654121,49945.382059138006,50991.20485286391,52037.02764658982,53082.850440315735,54128.67323404165,55174.49602776756,56220.31882149346,57266.14161521937,58311.964408945285
PD22,baseline,ecuador,Commercial|Electricity and Heat|Geothermal|GEOTHERM|Final consumption|Commercial and public services|COMMPUB,TJ,0.0,0.0,0.0,0.0,0.0,65.0001,68.9985,72.0004,75.9988,80.0014,82.9991,87.0017,91.0001,94.9985,99.0011,101.9988,101.9988,101.9988,101.9988,101.9988,101.9988,101.9988,101.9988,101.9988,101.9988,101.9988,101.9988,102.4008,102.4008,102.4008,103.23322091197008,104.16244495315122,105.09166899433237,106.02089303551352,106.95011707669464,107.87934111787578,108.80856515905693,109.73778920023808,110.6670132414192,111.59623728260036,112.5254613237815,113.45468536496264,114.38390940614376,115.31313344732492,116.24235748850606,117.1715815296872,118.10080557086836,119.03002961204947,119.95925365323065,120.88847769441176,121.8177017355929,122.74692577677403,123.6761498179552,124.60537385913634,125.53459790031748,126.46382194149862,127.39304598267977,128.3222700238609,129.25149406504204,130.1807181062232,131.10994214740433
PD22,baseline,ecuador,Commercial|Oil products|Fuel oil|RESFUEL|Final consumption|Commercial and public services|COMMPUB,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.2013,643.2013,683.3988,723.6005,763.7979,803.9996,844.2012,884.3987,924.6004,964.802,1004.9995,1085.3986,1125.6002,1165.8019,1165.8019,1205.9994,1165.8019,1212.0702,1286.3985,1289.8987,1266.7670744311597,1267.7283947447297,1268.6897150583,1269.65103537187,1270.6123556854402,1271.5736759990104,1272.5349963125807,1273.496316626151,1274.457636939721,1275.4189572532912,1276.3802775668614,1277.3415978804317,1278.302918194002,1279.264238507572,1280.2255588211422,1281.1868791347124,1282.1481994482826,1283.1095197618529,1284.070840075423,1285.0321603889931,1285.9934807025634,1286.9548010161336,1287.916121329704,1288.877441643274,1289.838761956844,1290.8000822704144,1291.7614025839846,1292.7227228975548,1293.6840432111248,1294.645363524695,1295.606683838265
PD22,baseline,ecuador,Commercial|Oil products|Gas/diesel oil excl. biofuels|NONBIODIES|Final consumption|Commercial and public services|COMMPUB,TJ,0.0,0.0,0.0,0.0,0.0,0.0,259.7993,1299.0008,1169.1011,736.0981,7274.4017,7274.4017,7274.4017,7490.9011,7880.6001,8400.1987,8789.9019,9829.0992,10392.0019,10651.8012,11171.3998,12167.3013,12340.5009,12686.9,12816.7996,12989.9992,12773.4997,13129.2103,13730.4306,13506.4828,13264.272382327988,13274.338332685584,13284.40428304318,13294.470233400774,13304.53618375837,13314.602134115965,13324.66808447356,13334.734034831155,13344.79998518875,13354.865935546346,13364.93188590394,13374.997836261537,13385.063786619132,13395.129736976727,13405.195687334322,13415.261637691918,13425.327588049511,13435.393538407106,13445.459488764702,13455.525439122295,13465.591389479892,13475.657339837488,13485.723290195085,13495.789240552678,13505.855190910272,13515.921141267869,13525.987091625464,13536.05304198306,13546.118992340656,13556.18494269825,13566.250893055843
PD22,baseline,ecuador,Commercial|Oil products|Liquified petroleum gases (LPG)|LPG|Final consumption|Commercial and public services|COMMPUB,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1229.8013,1324.4021,1371.7004,1418.9986,1466.3011,1560.9018,1655.4984,1702.8009,1844.6999,1891.9982,1986.5989,2081.1997,2223.0987,2317.6994,2317.6994,2365.0019,2317.6994,2386.3797,2505.8124,2512.574,2467.516259433238,2469.3888006068573,2471.261341780477,2473.1338829540964,2475.006424127716,2476.8789653013355,2478.751506474955,2480.6240476485746,2482.496588822194,2484.3691299958136,2486.241671169433,2488.1142123430527,2489.9867535166723,2491.859294690292,2493.731835863912,2495.604377037531,2497.4769182111504,2499.34945938477,2501.222000558389,2503.094541732009,2504.967082905629,2506.839624079248,2508.712165252868,2510.584706426487,2512.4572476001067,2514.3297887737262,2516.202329947346,2518.0748711209653,2519.947412294585,2521.8199534682044,2523.692494641824
PD22,baseline,ecuador,Commercial|Oil products|Motor gasoline excl. biofuels|NONBIOGASO|Final consumption|Commercial and public services|COMMPUB,TJ,89.6017,89.6017,89.6017,89.6017,89.6017,89.6017,89.6017,358.3985,358.3985,268.8009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.1992,134.4005,179.1992,134.4005,179.1992,134.4005,179.1992,223.998,223.998,179.1992,180.9912,100.3534,124.5447,122.31125223624647,122.40407142434049,122.49689061243448,122.58970980052848,122.68252898862248,122.77534817671648,122.86816736481047,122.96098655290449,123.05380574099848,123.14662492909248,123.23944411718648,123.33226330528046,123.42508249337448,123.51790168146847,123.61072086956248,123.70354005765648,123.79635924575048,123.88917843384446,123.98199762193846,124.07481681003247,124.16763599812649,124.26045518622048,124.35327437431448,124.44609356240846,124.53891275050246,124.63173193859646,124.72455112669046,124.81737031478448,124.91018950287848,125.00300869097246,125.09582787906646
PD22,baseline,ecuador,Commercial|Oil products|Other kerosene|OTHKERO|Final consumption|Commercial and public services|COMMPUB,TJ,481.8002,306.5994,438.0021,131.3985,87.6004,43.7981,43.7981,43.7981,43.7981,43.7981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,ecuador,Electric Power|Biofuels and Waste|Biogases|BIOGASES|Electricity output|Electricity output -main activity producer electricity plants|ELMAINE,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.8,100.1664,163.8828,148.17960000000002,148.08426212478463,149.88355654305082,151.682850961317,153.48214537958316,155.28143979784934,157.08073421611553,158.88002863438172,160.67932305264787,162.47861747091406,164.27791188918025,166.07720630744643,167.8765007257126,169.67579514397875,171.47508956224496,173.27438398051115,175.0736783987773,176.8729728170435,178.67226723530968,180.47156165357583,182.27085607184205,184.0701504901082,185.8694449083744,187.66873932664052,189.4680337449068,191.2673281631729,193.0666225814391,194.8659169997053,196.66521141797148,198.4645058362377,200.26380025450385,202.06309467277
PD22,baseline,ecuador,Electric Power|Biofuels and Waste|Biogases|BIOGASES|Transformation processes|Main activity producer electricity plants|MAINELEC,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-282.0019,-567.3742,-925.1363,-866.5546,-865.997063913237,-876.5193413043413,-887.0416186954457,-897.5638960865499,-908.0861734776544,-918.6084508687586,-929.130728259863,-939.6530056509672,-950.1752830420716,-960.697560433176,-971.2198378242804,-981.7421152153844,-992.2643926064889,-1002.7866699975932,-1013.3089473886976,-1023.831224779802,-1034.3535021709065,-1044.8757795620104,-1055.3980569531147,-1065.920334344219,-1076.4426117353237,-1086.9648891264278,-1097.4871665175322,-1108.0094439086365,-1118.5317212997409,-1129.0539986908452,-1139.5762760819491,-1150.0985534730537,-1160.620830864158,-1171.1431082552624,-1181.6653856463668
PD22,baseline,ecuador,Electric Power|Biofuels and Waste|Primary solid biofuels|PRIMSBIO|Electricity output|Electricity output -autoproducer electricity plants|ELAUTOE,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.8,525.6,788.4,748.8000000000001,781.2,849.6,1000.8,1065.6,1065.6,1436.4,1468.8,1717.2,1551.0708,1376.7984,1488.7008,1487.7429787405054,1505.8197655580457,1523.896552375586,1541.9733391931263,1560.0501260106666,1578.126912828207,1596.203699645747,1614.2804864632874,1632.3572732808277,1650.434060098368,1668.5108469159084,1686.587633733449,1704.664420550989,1722.741207368529,1740.8179941860697,1758.8947810036098,1776.97156782115,1795.0483546386904,1813.1251414562307,1831.201928273771,1849.278715091312,1867.355501908852,1885.432288726392,1903.5090755439323,1921.585862361473,1939.662649179013,1957.7394359965533,1975.8162228140936,1993.893009631634,2011.9697964491745,2030.0465832667144
