Model,Scenario,Region,Variable,Unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
PD22,baseline,luxembou,Commercial|Biofuels and Waste|Biogases|BIOGASES|Final consumption|Commercial and public services|COMMPUB,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,15.33,21.81,20.84,25.38,23.38,22.71,24.25,23.57,26.77,30.74,27.94,33.1,30.89,36.53,37.56,38.09,55.71,43.96,38.6,42.84,42.88701662053501,42.94300258947243,42.998988558409856,43.05497452734728,43.110960496284704,43.166946465222125,43.22293243415955,43.278918403096974,43.3349043720344,43.39089034097182,43.44687630990925,43.50286227884667,43.5588482477841,43.61483421672152,43.67082018565895,43.72680615459637,43.78279212353379,43.838778092471216,43.89476406140864,43.95075003034607,44.006735999283485,44.06272196822091,44.118707937158334,44.17469390609576,44.23067987503318,44.28666584397061,44.34265181290803,44.39863778184546,44.45462375078288,44.51060971972031,44.56659568865773
PD22,baseline,luxembou,Commercial|Biofuels and Waste|Primary solid biofuels|PRIMSBIO|Final consumption|Commercial and public services|COMMPUB,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,3.78,3.15,1.3,1.42,3.83,7.88,5.81,2.76,8.41,17.38,24.38,9.97,22.84,0.79,1.09,0.55,0.5544709746335479,0.5594618862879013,0.5644527979422547,0.5694437095966081,0.5744346212509616,0.579425532905315,0.5844164445596683,0.5894073562140217,0.5943982678683751,0.5993891795227286,0.604380091177082,0.6093710028314354,0.6143619144857888,0.6193528261401422,0.6243437377944956,0.629334649448849,0.6343255611032025,0.6393164727575559,0.6443073844119093,0.6492982960662627,0.654289207720616,0.6592801193749696,0.664271031029323,0.6692619426836763,0.6742528543380297,0.6792437659923831,0.6842346776467365,0.6892255893010899,0.6942165009554433,0.6992074126097968,0.7041983242641502
PD22,baseline,luxembou,Commercial|Electricity and Heat|Electricity|ELECTR|Final consumption|Commercial and public services|COMMPUB,TJ,2289.6009,2473.2007,2559.6001,2789.9999,2811.59975,2944.79915,3113.99975,3113.99975,3420.00005,3567.6008,5929.8994,7081.4607,5617.7305,6093.0091,5689.4822,6303.0211,6397.78815,7653.68905,7476.45835,7063.72805,7176.72185,6770.0578000000005,7006.0903,7173.060100000001,6932.22145,6888.6688,6432.73175,8068.94875,8160.138000000001,8204.009750000001,8345.63998932995,8432.734753840354,8519.829518350756,8606.92428286116,8694.019047371565,8781.113811881969,8868.208576392371,8955.303340902776,9042.39810541318,9129.492869923584,9216.587634433989,9303.682398944393,9390.777163454795,9477.8719279652,9564.966692475602,9652.061456986006,9739.15622149641,9826.250986006811,9913.345750517215,10000.440515027622,10087.535279538026,10174.630044048428,10261.724808558833,10348.819573069237,10435.91433757964,10523.009102090044,10610.103866600448,10697.198631110852,10784.293395621256,10871.38816013166,10958.482924642063
PD22,baseline,luxembou,Commercial|Electricity and Heat|Heat – High Temperature|HHEAT|Final consumption|Commercial and public services|COMMPUB,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,luxembou,Commercial|Electricity and Heat|Heat – Low Temperature|LHEAT|Final consumption|Commercial and public services|COMMPUB,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0003,503.89905,622.33925,1080.5276,2446.44885,2525.31225,2552.50885,2578.7482,2074.71925,2406.1315,2029.43205,2432.3299,2622.3990000000003,2427.04095,2556.38025,1768.049,2131.67995,2180.1093,2449.05805,2783.05195,3552.78225,3569.055312451143,3585.26349975598,3601.4716870608163,3617.6798743656527,3633.8880616704896,3650.096248975328,3666.304436280163,3682.5126235849993,3698.720810889836,3714.928998194673,3731.1371854995095,3747.345372804346,3763.553560109183,3779.76174741402,3795.969934718856,3812.1781220236926,3828.3863093285295,3844.5944966333664,3860.802683938203,3877.010871243039,3893.219058547876,3909.427245852713,3925.635433157549,3941.843620462386,3958.051807767223,3974.25999507206,3990.468182376896,4006.676369681733,4022.88455698657,4039.0927442914062,4055.300931596242
PD22,baseline,luxembou,Commercial|Natural gas|Natural gas|NATGAS|Final consumption|Commercial and public services|COMMPUB,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6218.3379,4501.54845,4910.50045,5252.6093,4647.45845,4090.9395,4977.83155,4319.42055,5219.89855,5273.6415,5709.57135,3418.8289,5048.189,4915.231,4073.28875,4335.46245,4887.2713,3766.56125,4262.147849999999,4481.74165,4486.660332224416,4492.5173501703175,4498.3743681162205,4504.2313860621225,4510.0884040080255,4515.945421953928,4521.802439899831,4527.6594578457325,4533.516475791635,4539.3734937375375,4545.23051168344,4551.087529629343,4556.9445475752445,4562.801565521148,4568.6585834670495,4574.515601412952,4580.372619358855,4586.229637304757,4592.08665525066,4597.943673196562,4603.8006911424645,4609.657709088367,4615.5147270342695,4621.371744980172,4627.228762926074,4633.085780871977,4638.942798817879,4644.799816763782,4650.656834709684,4656.513852655587,4662.370870601489
PD22,baseline,luxembou,Commercial|Oil products|Gas/diesel oil excl. biofuels|NONBIODIES|Final consumption|Commercial and public services|COMMPUB,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2543.64,3174.17,2933.22,2652.23,2656.83,2407.84,1422.2,1346.46,1050.3,991.35,2041.65,1539.99,1697.61,2096.0,1917.47,2827.15,2758.65,4371.99,4463.5,5570.03,5351.291280884073,5303.992760146071,5256.694239408071,5209.395718670069,5162.097197932068,5114.798677194067,5067.500156456066,5020.201635718065,4972.903114980064,4925.604594242062,4878.306073504062,4831.00755276606,4783.709032028059,4736.410511290058,4689.111990552056,4641.813469814056,4594.514949076054,4547.216428338053,4499.917907600052,4452.619386862051,4405.32086612405,4358.022345386049,4310.723824648047,4263.425303910046,4216.126783172045,4168.828262434044,4121.529741696043,4074.2312209580414,4026.9327002200407,3979.634179482039,3932.335658744038
PD22,baseline,luxembou,Commercial|Oil products|Liquified petroleum gases (LPG)|LPG|Final consumption|Commercial and public services|COMMPUB,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.67,369.33,378.67,388.1,402.77,359.45,393.12,423.93,371.91,331.71,392.79,377.3648799411233,374.029460569831,370.6940411985386,367.3586218272464,364.023202455954,360.6877830846617,357.3523637133693,354.0169443420769,350.68152497078466,347.3461055994923,344.0106862282,340.6752668569076,337.33984748561534,334.004428114323,330.66900874303064,327.3335893717383,323.99817000044595,320.6627506291536,317.3273312578613,313.99191188656897,310.6564925152766,307.3210731439843,303.985653772692,300.65023440139964,297.3148150301073,293.9793956588149,290.6439762875226,287.30855691623026,283.973137544938,280.6377181736456,277.3022988023533
PD22,baseline,luxembou,Electric Power|Biofuels and Waste|Biogases|BIOGASES|Electricity output|Electricity output -autoproducer CHP plants|ELAUTOC,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,16.344,29.448,32.688,54.468,73.224,97.992,117.36,131.72400000000002,157.788,191.988,201.456,199.116,208.08,203.292,217.836,221.76,261.72,261.036,271.656,256.356,258.23190309832995,261.36391934191374,264.49593558549753,267.6279518290813,270.75996807266506,273.89198431624885,277.02400055983264,280.15601680341643,283.2880330470002,286.420049290584,289.5520655341677,292.68408177775154,295.81609802133534,298.9481142649191,302.0801305085029,305.2121467520867,308.34416299567044,311.47617923925424,314.608195482838,317.7402117264218,320.8722279700056,324.00424421358935,327.1362604571732,330.2682767007569,333.4002929443407,336.5323091879245,339.6643254315083,342.7963416750921,345.92835791867583,349.0603741622596,352.1923904058434
PD22,baseline,luxembou,Electric Power|Biofuels and Waste|Municipal waste (non-renewable)|MUNWASTEN|Electricity output|Electricity output -main activity producer electricity plants|ELMAINE,TJ,77.4,86.472,72.828,91.044,93.312,120.636,95.58,104.688,102.42,121.536,121.284,120.42000000000002,122.112,105.012,122.688,104.544,124.848,143.928,142.52400000000003,147.528,166.96800000000002,223.164,214.52400000000003,212.04,199.692,238.104,250.056,277.992,277.056,279.79200000000003,281.8393976801321,285.25774204821715,288.6760864163021,292.0944307843871,295.5127751524721,298.93111952055705,302.34946388864205,305.767808256727,309.186152624812,312.604496992897,316.02284136098194,319.44118572906694,322.85953009715195,326.2778744652369,329.6962188333219,333.1145632014069,336.53290756949184,339.95125193757684,343.3695963056618,346.7879406737468,350.2062850418318,353.62462940991674,357.04297377800174,360.4613181460867,363.8796625141717,367.2980068822567,370.7163512503416,374.1346956184266,377.5530399865117,380.9713843545966,384.3897287226816
