Model,Scenario,Region,Variable,Unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
PD22,baseline,australi,Commercial|Biofuels and Waste|Biogases|BIOGASES|Final consumption|Commercial and public services|COMMPUB,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.9979,230.0019,459.9995,600.9984,619.9981,669.0004,705.9992,679.9991,260.0003,925.9987,1634.9998,1781.0019,1662.0005,2130.001,265.0244,483.0018,437.0014,441.0841551732952,444.59309458623966,448.1020339991841,451.6109734121285,455.1199128250728,458.62885223801726,462.1377916509617,465.6467310639061,469.1556704768505,472.6646098897949,476.1735493027393,479.6824887156837,483.1914281286281,486.7003675415725,490.2093069545169,493.71824636746135,497.22718578040576,500.7361251933502,504.2450646062946,507.754004019239,511.26294343218336,514.7718828451278,518.2808222580722,521.7897616710165,525.298701083961,528.8076404969054,532.3165799098498,535.8255193227942,539.3344587357386,542.843398148683,546.3523375616275
PD22,baseline,australi,Commercial|Biofuels and Waste|Primary solid biofuels|PRIMSBIO|Final consumption|Commercial and public services|COMMPUB,TJ,0.0,0.0,0.0,0.0,0.0,0.0,613.0019,514.0009,405.0017,405.0017,410.0008,424.0014,438.0021,432.9989,427.9998,379.9982,349.9997,351.0004,328.9987,299.0003,292.0,292.0,290.9993,290.9993,286.0003,273.0003,283.999,284.0953,286.0003,154.9995,156.25949624592684,157.66602070602204,159.0725451661173,160.47906962621246,161.88559408630766,163.2921185464029,164.6986430064981,166.1051674665933,167.51169192668848,168.9182163867837,170.3247408468789,171.7312653069741,173.1377897670693,174.5443142271645,175.95083868725973,177.35736314735493,178.76388760745016,180.17041206754536,181.57693652764056,182.98346098773573,184.38998544783092,185.79650990792612,187.2030343680214,188.6095588281166,190.0160832882118,191.42260774830703,192.82913220840223,194.23565666849743,195.64218112859265,197.04870558868785,198.45523004878305
PD22,baseline,australi,Commercial|Coal|BKB|BKB|Final consumption|Commercial and public services|COMMPUB,TJ,1805.5701,1763.5806,1721.5912,1616.6156,1637.6082,1658.605,1658.605,1616.6156,1112.7342,923.7797,923.7797,1616.6156,2435.4197,2435.4197,1280.6961,1637.6082,1301.6887,1049.748,944.7765,797.8115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,australi,Commercial|Coal|Gas works gas|GASWKSGS|Final consumption|Commercial and public services|COMMPUB,TJ,872.1021,658.8014,653.4004,693.8993,627.2999,589.5014,350.1002,208.7999,200.6984,197.102,197.102,214.2009,269.9984,272.6988,278.0998,277.1997,266.4019,261.0009,232.1999,144.901,112.4993,93.6001,75.601,45.8999,63.8989,49.5005,35.0979,40.4989,34.202,34.202,34.52153763177199,34.79616546088541,35.07079328999883,35.345421119112245,35.620048948225666,35.894676777339086,36.169304606452506,36.44393243556593,36.71856026467935,36.99318809379277,37.26781592290618,37.5424437520196,37.81707158113302,38.09169941024644,38.36632723935986,38.64095506847328,38.915582897586695,39.19021072670012,39.464838555813536,39.73946638492696,40.01409421404038,40.2887220431538,40.56334987226721,40.83797770138063,41.11260553049405,41.38723335960747,41.66186118872089,41.93648901783431,42.211116846947725,42.485744676061145,42.760372505174566
PD22,baseline,australi,Commercial|Coal|Lignite|LIGNITE|Final consumption|Commercial and public services|COMMPUB,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.2014,137.2014,186.1996,382.2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,australi,Commercial|Coal|Other bituminous coal|BITCOAL|Final consumption|Commercial and public services|COMMPUB,TJ,3463.2372,3196.1026,2510.5267,2190.1444,2002.3204,1708.7838,1386.8398,1285.0001,1105.1017,925.1991,950.9018,1207.9002,359.801,1207.9002,1259.3015,1259.3015,899.5005,848.0991,693.8993,616.7994,539.6995,411.1982,231.2998,102.7985,77.0999,102.7985,102.7985,102.7985,102.7985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,australi,Commercial|Coal|Sub-bituminous coal|SUBCOAL|Final consumption|Commercial and public services|COMMPUB,TJ,17.8651,18.0032,17.9153,18.0284,18.5559,18.5559,18.5559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,australi,Commercial|Electricity and Heat|Electricity|ELECTR|Final consumption|Commercial and public services|COMMPUB,TJ,98308.798,103186.801,104425.202,107272.7996,110840.4012,118900.7992,127328.4006,133124.4013,140086.7985,145371.5994,150264.0008,147758.402,174005.9996,191617.2002,196333.1992,196102.7996,198385.2001,211834.8011,214250.4005,220179.6001,219959.9982,221230.8009,219495.5984,226796.4021,227915.9984,241653.601,242391.5998,248551.1991,252468.0007,256647.5994,261883.85493575828,267070.7099727086,272257.565009659,277444.4200466093,282631.2750835596,287818.13012050994,293004.9851574603,298191.84019441064,303378.69523136097,308565.5502683113,313752.40530526167,318939.260342212,324126.1153791623,329312.9704161127,334499.825453063,339686.6804900133,344873.53552696365,350060.390563914,355247.24560086435,360434.1006378146,365620.955674765,370807.81071171537,375994.6657486657,381181.520785616,386368.37582256633,391555.2308595167,396742.08589646703,401928.94093341735,407115.7959703677,412302.65100731805,417489.5060442684
PD22,baseline,australi,Commercial|Electricity and Heat|Heat – High Temperature|HHEAT|Final consumption|Commercial and public services|COMMPUB,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,australi,Commercial|Electricity and Heat|Heat – Low Temperature|LHEAT|Final consumption|Commercial and public services|COMMPUB,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD22,baseline,australi,Commercial|Electricity and Heat|Solar thermal|SOLARTH|Final consumption|Commercial and public services|COMMPUB,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.9995,156.0002,154.9995,156.0002,156.0002,152.9982,152.9982,196.0009,281.0013,355.9994,401.9998,409.0001,385.0014,371.0007,400.9991,405.9982,423.0008,450.9979,471.0066,474.8354287885236,479.1095219550582,483.3836151215928,487.6577082881274,491.9318014546621,496.2058946211967,500.47998778773126,504.7540809542659,509.0281741208005,513.3022672873351,517.5763604538697,521.8504536204043,526.1245467869389,530.3986399534735,534.6727331200082,538.9468262865428,543.2209194530774,547.495012619612,551.7691057861466,556.0431989526813,560.317292119216,564.5913852857506,568.8654784522852,573.1395716188198,577.4136647853544,581.687757951889,585.9618511184236,590.2359442849582,594.5100374514928,598.7841306180275,603.0582237845621
PD22,baseline,australi,Commercial|Natural gas|Natural gas|NATGAS|Final consumption|Commercial and public services|COMMPUB,TJ,30544.2007,31668.3021,33623.098,34885.7992,35536.4991,38658.6001,40752.0001,41445.8994,43933.4992,44610.2996,45180.0016,46067.3981,37997.9984,39606.299,39905.0984,40147.2001,38899.8016,38836.7987,39432.6012,41935.4996,43793.9992,45665.101,45626.3983,45482.4016,49212.8991,50802.3004,52524.9007,53871.3002,54533.698,53764.2019,54266.50251836259,54698.20668922431,55129.91086008603,55561.61503094775,55993.31920180947,56425.02337267119,56856.72754353291,57288.43171439463,57720.13588525635,58151.84005611807,58583.544226979786,59015.24839784151,59446.95256870323,59878.65673956495,60310.360910426665,60742.06508128838,61173.76925215011,61605.47342301183,62037.177593873545,62468.88176473527,62900.58593559699,63332.29010645871,63763.99427732042,64195.69844818214,64627.40261904386,65059.10678990559,65490.8109607673,65922.51513162903,66354.21930249075,66785.92347335246,67217.62764421418
