Model,Scenario,Region,Variable,Unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
PD22,baseline,hongkong,Commercial|Biofuels and Waste|Charcoal|CHARCOAL|Final consumption|Commercial and public services|COMMPUB,TJ,462.0008,492.7989,462.0008,492.7989,431.1985,400.4004,400.4004,308.0019,277.1997,277.1997,184.8012,215.5993,246.4016,246.4016,246.4016,215.5993,184.8012,123.2008,215.5993,184.8012,123.2008,184.8012,153.9989,61.6004,215.5993,153.9989,92.3985,96.1875,110.2008,100.0394,100.5731006490697,101.1820135565647,101.79092646405968,102.39983937155468,103.00875227904966,103.61766518654466,104.22657809403964,104.83549100153463,105.44440390902962,106.0533168165246,106.6622297240196,107.2711426315146,107.88005553900958,108.48896844650456,109.09788135399955,109.70679426149457,110.31570716898956,110.92462007648452,111.53353298397953,112.14244589147452,112.7513587989695,113.36027170646447,113.96918461395948,114.57809752145448,115.18701042894946,115.79592333644445,116.40483624393944,117.01374915143442,117.62266205892942,118.2315749664244,118.8404878739194
PD22,baseline,hongkong,Commercial|Electricity and Heat|Electricity|ELECTR|Final consumption|Commercial and public services|COMMPUB,TJ,41828.4012,45504.0013,48222.0007,52487.9982,57794.3988,60191.9991,64756.8002,68176.8003,74170.799,76334.3991,80679.5983,84585.598,87613.1987,89226.0001,91645.2001,93733.1992,95767.201,97552.8001,98071.2013,99259.2016,100288.7985,100465.2009,102448.7979,102077.9982,103280.4011,104288.3983,104137.2004,104289.3445,106078.4856,107547.6044,111764.55540265856,116127.46609685782,120490.37679105708,124853.28748525635,129216.19817945562,133579.10887365488,137942.01956785415,142304.9302620534,146667.84095625268,151030.75165045194,155393.6623446512,159756.57303885047,164119.48373304974,168482.394427249,172845.30512144827,177208.21581564753,181571.1265098468,185934.0372040461,190296.94789824533,194659.8585924446,199022.76928664383,203385.67998084312,207748.5906750424,212111.50136924165,216474.4120634409,220837.32275764016,225200.23345183945,229563.1441460387,233926.054840238,238288.96553443724,242651.8762286365
PD22,baseline,hongkong,Commercial|Natural gas|Natural gas|NATGAS|Final consumption|Commercial and public services|COMMPUB,TJ,6189.3004,6663.602,7408.798,7785.8989,8281.8002,8627.3996,9076.5009,9476.1017,9482.3986,9638.1015,10088.0988,9953.9998,9774.0009,9487.7996,9850.5021,9827.102,9944.9981,10174.5018,9985.5013,9962.1012,10250.0986,10404.9014,10399.5004,10510.1994,10585.8005,10631.7003,10710.0019,10944.8981,11131.1981,10680.3007,10619.358727979066,10772.195804267109,10925.032880555147,11077.869956843191,11230.707033131232,11383.544109419274,11536.381185707314,11689.218261995356,11842.055338283397,11994.89241457144,12147.72949085948,12300.566567147522,12453.403643435562,12606.240719723604,12759.077796011648,12911.914872299689,13064.751948587727,13217.58902487577,13370.426101163812,13523.263177451852,13676.100253739893,13828.937330027937,13981.774406315975,14134.611482604018,14287.44855889206,14440.2856351801,14593.122711468142,14745.959787756185,14898.796864044223,15051.633940332267,15204.471016620308
PD22,baseline,hongkong,Commercial|Oil products|Liquified petroleum gases (LPG)|LPG|Final consumption|Commercial and public services|COMMPUB,TJ,8561.2984,8608.6009,9081.6004,8324.7987,7993.6981,7899.1016,6858.5018,6243.599,5912.4985,8703.2016,7520.6986,10926.3003,14568.4018,15656.3,14994.0989,5013.8019,5013.8019,5013.8019,4635.3989,4351.6008,4257.0001,4020.5003,3831.2988,3736.6981,3594.799,3358.2993,3358.2993,3188.5413,4184.6773,3057.708,3022.4553314674263,3042.2367821451467,3062.018232822867,3081.7996835005874,3101.581134178308,3121.362584856028,3141.144035533748,3160.9254862114685,3180.706936889189,3200.4883875669093,3220.2698382446297,3240.05128892235,3259.83273960007,3279.6141902777904,3299.3956409555108,3319.177091633231,3338.9585423109515,3358.739992988672,3378.5214436663923,3398.302894344112,3418.0843450218326,3437.865795699553,3457.6472463772734,3477.428697054994,3497.210147732714,3516.9915984104346,3536.773049088155,3556.554499765876,3576.335950443596,3596.117401121316,3615.898851799036
PD22,baseline,hongkong,Electric Power|Biofuels and Waste|Biogases|BIOGASES|Electricity output|Electricity output -autoproducer CHP plants|ELAUTOC,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.8,136.8,140.4,140.4,154.8,147.6,129.6,154.8,154.8,144.0,148.6944,156.0528,110.9988,115.67983610615268,120.06512575534428,124.45041540453587,128.83570505372745,133.22099470291906,137.60628435211066,141.99157400130224,146.37686365049382,150.76215329968542,155.14744294887703,159.5327325980686,163.91802224726018,168.3033118964518,172.6886015456434,177.07389119483497,181.4591808440265,185.84447049321813,190.22976014240976,194.6150497916013,199.0003394407929,203.3856290899845,207.77091873917607,212.1562083883677,216.54149803755928,220.92678768675088,225.3120773359425,229.69736698513407,234.08265663432564,238.46794628351725,242.85323593270888,247.23852558190043
PD22,baseline,hongkong,Electric Power|Biofuels and Waste|Municipal waste (non-renewable)|MUNWASTEN|Electricity output|Electricity output -autoproducer CHP plants|ELAUTOC,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.4,90.0,85.464,85.8132,156.4992,163.09907680753315,169.28197537820927,175.46487394888538,181.6477725195615,187.8306710902376,194.01356966091373,200.19646823158985,206.379366802266,212.56226537294208,218.7451639436182,224.9280625142943,231.11096108497043,237.29385965564657,243.4767582263227,249.6596567969988,255.8425553676749,262.025453938351,268.2083525090271,274.39125107970324,280.5741496503793,286.75704822105547,292.9399467917316,299.1228453624077,305.3057439330838,311.48864250376,317.6715410744361,323.8544396451122,330.03733821578834,336.22023678646445,342.40313535714057,348.5860339278167
PD22,baseline,hongkong,Electric Power|Biofuels and Waste|Municipal waste (renewable)|MUNWASTER|Electricity output|Electricity output -autoproducer CHP plants|ELAUTOC,TJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.4,90.0,85.464,85.8132,156.4992,163.09907680753315,169.28197537820927,175.46487394888538,181.6477725195615,187.8306710902376,194.01356966091373,200.19646823158985,206.379366802266,212.56226537294208,218.7451639436182,224.9280625142943,231.11096108497043,237.29385965564657,243.4767582263227,249.6596567969988,255.8425553676749,262.025453938351,268.2083525090271,274.39125107970324,280.5741496503793,286.75704822105547,292.9399467917316,299.1228453624077,305.3057439330838,311.48864250376,317.6715410744361,323.8544396451122,330.03733821578834,336.22023678646445,342.40313535714057,348.5860339278167
PD22,baseline,hongkong,Electric Power|Coal|Other bituminous coal|BITCOAL|Electricity output|Electricity output -main activity producer electricity plants|ELMAINE,TJ,102308.4,110433.6,120380.4,122929.2,94348.8,97826.4,83836.8,62013.6,73526.40000000001,59576.4,68176.8,71672.40000000001,78735.6,99280.8,92127.6,97308.0,95698.8,102546.0,93016.8,98506.8,85644.0,100011.6,98308.8,105480.0,109602.0,89442.0,89172.0,83550.8736,83774.8404,82585.962,86068.77325546721,89331.54154059399,92594.30982572076,95857.07811084752,99119.84639597432,102382.61468110108,105645.38296622786,108908.15125135463,112170.9195364814,115433.68782160818,118696.45610673496,121959.22439186172,125221.99267698852,128484.7609621153,131747.52924724208,135010.29753236886,138273.06581749563,141535.8341026224,144798.60238774918,148061.37067287596,151324.13895800273,154586.9072431295,157849.67552825628,161112.44381338306,164375.21209850983,167637.9803836366,170900.74866876338,174163.51695389015,177426.28523901693,180689.0535241437,183951.82180927048
PD22,baseline,hongkong,Electric Power|Coal|Other bituminous coal|BITCOAL|Transformation processes|Main activity producer electricity plants|MAINELEC,TJ,-263948.3487,-286308.8082,-305320.4724,-315129.5419,-243987.4196,-252794.4874,-197025.1809,-160874.0135,-186398.689,-156022.2157,-181415.0488,-200400.3446,-222919.0149,-282749.0652,-264027.4541,-287258.073,-286836.1775,-313072.8016,-286783.4406,-299519.4098,-260599.5534,-309934.9541,-305135.8932,-325281.4015,-340812.4282,-280296.7978,-280323.1663,-262586.9981,-269675.9999,-258272.0108,-269163.845736625,-279367.53780930635,-289571.2298819876,-299774.92195466894,-309978.61402735027,-320182.3061000316,-330385.99817271286,-340589.6902453942,-350793.3823180755,-360997.0743907568,-371200.7664634381,-381404.4585361194,-391608.1506088007,-401811.8426814821,-412015.53475416335,-422219.2268268447,-432422.918899526,-442626.6109722073,-452830.3030448886,-463033.9951175699,-473237.6871902512,-483441.3792629325,-493645.0713356138,-503848.7634082951,-514052.4554809765,-524256.14755365776,-534459.839626339,-544663.5316990204,-554867.2237717017,-565070.915844383,-575274.6079170643
PD22,baseline,hongkong,Electric Power|Electricity and Heat|Electricity|ELECTR|Energy industry own use and Losses|Losses|DISTLOSS,TJ,-11901.5986,-12347.9994,-13669.1986,-15008.401,-14594.4019,-14842.8005,-5490.0001,-5443.2001,-5032.8016,-5094.0,-5486.3995,-5338.798,-5731.2017,-6015.5984,-6307.2007,-6641.9981,-6292.7981,-6796.8009,-6508.7993,-6901.1987,-6591.6016,-7239.601,-7707.6015,-6537.6003,-6962.4014,-6645.5988,-6418.7998,-6282.0003,-5993.9987,-6213.6006,-6475.640268517245,-6721.124349384702,-6966.608430252159,-7212.092511119616,-7457.576591987072,-7703.060672854529,-7948.544753721985,-8194.028834589442,-8439.512915456899,-8684.996996324357,-8930.481077191813,-9175.965158059267,-9421.449238926723,-9666.93331979418,-9912.41740066164,-10157.901481529096,-10403.385562396552,-10648.86964326401,-10894.353724131466,-11139.837804998922,-11385.32188586638,-11630.805966733837,-11876.290047601293,-12121.774128468747,-12367.258209336209,-12612.742290203663,-12858.22637107112,-13103.710451938576,-13349.194532806032,-13594.678613673488,-13840.162694540946
