Region,Sector,Subsector,Product_category,Product_long,Product,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
albania,Electric Power,na,Electricity and Heat,Hydro,HYDRO,0.8459895332692514,0.9152918666288411,0.9480570211094419,0.9353791320592189,0.9550066146595954,0.9362586020032047,0.9553770290678477,0.9602831896701043,0.9618500144558073,0.9725787650985213,0.9600094395975834,0.9508524819514298,0.9358310473062755,0.9780532509282761,0.9743562788323888,0.986924776585268,0.9828326507837574,0.974099295093331,0.9999283696295657,0.9997293191530546,0.9997959802947161,0.9855437774917994,0.9998044826789427,0.9998520121321317,0.9997485814321039,0.9997578194798613,0.9998252682646055,0.9997348757086275,0.9998440401960089,0.9957364931484431,0.9871689502966943,0.9856711190705401,0.9839211706520917,0.9818801180979504,0.9795042223859336,0.9767448893172075,0.9735487670735404,0.9698581267595324,0.9656116225868796,0.9607455381483623,0.9551956256838833,0.94889963005397,0.9418005510342606,0.93385062965867,0.9250159426540403,0.9152813558424457,0.9046554352559062,0.8931747691034384,0.8809070525568782,0.867952274718157,0.8544414608160295,0.8405326771294399,0.8264043777792989,0.8122465954246497,0.798250856154902,0.7845999349658194,0.7714585971142172,0.7589662844613987,0.7472323568717217,0.7363340790798456,0.726317152254851
albania,Electric Power,na,Electricity and Heat,Offshore wind energy,OFFSHORE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011798297688349938,0.0013867901699937128,0.0016287709822904468,0.0019112156307380804,0.0022402345191341842,0.002622619697833521,0.003065831160405347,0.003577943059990311,0.004167536079112107,0.004843520772097432,0.005614876615534817,0.0064902936566405625,0.007477709092098793,0.008583740837292792,0.009813034747419546,0.011167561306338796,0.012645919509660068,0.014242726653990585,0.015948187308848553,0.01774793647020207,0.019623235266178506,0.02155156047182135,0.02350757491533828,0.025464404272621692,0.027395090827911306,0.02927406087745352,0.03107843914222564,0.032789071945168,0.03439117315866867,0.035874569228768326,0.037233577122753755
albania,Electric Power,na,Electricity and Heat,Onshore wind energy,ONSHORE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003031739581340417,0.0035635536248041157,0.004185357571393224,0.004911139072127868,0.005756599674418027,0.00673919251298103,0.00787808709716295,0.009194031106255253,0.010709073818492103,0.012446112164394766,0.01442822017999138,0.016677728171572984,0.019215031889431515,0.02205713700382843,0.025215981697255762,0.028696629406888732,0.032495480053651174,0.03659870201932023,0.04098112455885083,0.045605834761194244,0.050424680442818115,0.0553797849893126,0.060406040951593874,0.06543439095013907,0.07039556331877077,0.07522384280605247,0.07986044814482238,0.08425616125090943,0.08837298707662125,0.09218478323511851,0.09567694636948164
albania,Electric Power,na,Electricity and Heat,Rooftop Solar photovoltaics,ROOFTOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032585774567823766,0.0038301823742683647,0.0044985103320403,0.005278595551562339,0.006187314386180153,0.007243425832111659,0.008467533681119565,0.009881937975211374,0.011510337742309676,0.013377343084840579,0.015507754461953367,0.01792557295643591,0.02065272034960627,0.023707474693475426,0.027102667397635047,0.03084374075084061,0.03492682531239461,0.03933705456816463,0.04404737447205809,0.04901811025103449,0.0541975069256361,0.05952335749360206,0.06492568309950598,0.07033025941962208,0.07566263181042199,0.0808521681377291,0.08583568905948069,0.0905602939437977,0.09498514491441862,0.09908214358421767,0.10283559395808224
albania,Electric Power,na,Electricity and Heat,Utility Solar photovoltaics,SOLARPV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6375791152009685e-05,7.24789421603949e-05,5.4458645701635836e-05,4.848607900519754e-05,4.996157439627636e-05,4.922306776158755e-05,9.503407757008105e-05,7.163037043435392e-05,7.842521865303717e-05,7.187643891639031e-05,0.00018294096740953777,0.00019551732105721546,0.00014798786786838564,0.00025141856789613447,0.00024218052013863305,0.00017473173539448258,0.00026512429137247995,0.00015595980399102773,0.004263506851556932,0.0053609028963480685,0.005548354760393741,0.00576619046218434,0.006018931647621454,0.006311629034334049,0.006649872639866275,0.007039780987771674,0.007487961099010694,0.008001429773206479,0.008587485830304865,0.009253523058637173,0.010006775161380484,0.010853987634602668,0.011801017806733385,0.012852373503649336,0.014010712693486157,0.01527633986838792,0.016646747655086242,0.018116261103364326,0.019675843799412295,0.021313116549337836,0.02301261991582415,0.024756323254263045,0.02652434993296735,0.028295857887993967,0.030049993212945568,0.03176682653925416,0.033428188398726195,0.03501833797856962,0.03652442487204983,0.037936730294831404
albania,Electric Power,na,Oil products,Fuel oil,RESFUEL,0.15401046673074867,0.08470813337115889,0.051942978890558204,0.06462086794078117,0.04499338534040464,0.06374139799679533,0.044622970932152325,0.039716810329895665,0.03814998554419273,0.027421234901478724,0.03999056040241652,0.049111142257418194,0.06409647375156412,0.02189229042602218,0.025595235088605874,0.01302526184033578,0.017118126148481096,0.02580567082909898,0.0,0.0001922556282923541,0.00013214326636759087,0.014273281540791062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
algeria,Electric Power,na,Electricity and Heat,Hydro,HYDRO,7.086393707646332e-05,0.0002901747192925735,0.00011972060468032315,0.0003366219926175808,7.028504086078087e-05,9.677239699885907e-05,4.300198436048621e-05,1.2214602845858277e-05,8.621404517383577e-05,6.778636837730008e-05,4.525136771638192e-06,6.733532811378892e-06,4.259088845454573e-06,8.102779114084094e-05,6.503115891166286e-05,0.0002721760344727151,3.853591007588785e-05,3.7141125330838226e-05,4.9818086230998724e-05,6.367026777145264e-05,1.4530122753775047e-05,9.698296436450022e-05,0.0001187087892157337,3.052851075560923e-05,1.5811266208518088e-05,5.47360678662416e-06,1.9180825390462872e-05,4.398383819463226e-06,1.3081874496549058e-05,1.6398376886960874e-05,5.934985839540453e-06,1.7987641730673e-05,3.2260185337167535e-05,4.916680361830464e-05,6.920054140567987e-05,9.294851293116115e-05,0.00012110987129036776,0.00015451681589113316,0.00019415875427130952,0.00024120938960707524,0.00029705585869853015,0.0003633279195979713,0.0004419233381855158,0.0005350227465398468,0.0006450830470310135,0.0007747928024695904,0.0009269664362201254,0.0011043481552184852,0.0013092951620828882,0.0015433197380140646,0.0018065002568577846,0.002096829292023223,0.002409648178365917,0.0027373927624226423,0.003069887841437361,0.0033953184497451873,0.0037017696732049295,0.003978959506401189,0.004219655271977508,0.004420370573861581,0.004581233230256762
algeria,Electric Power,na,Electricity and Heat,Offshore wind energy,OFFSHORE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22241902868836e-07,2.2196008675419403e-06,4.68272611855529e-06,8.390071148388179e-06,1.3872329399068611e-05,2.1870546960983523e-05,3.341514957165905e-05,4.993265328388997e-05,7.338847960535688e-05,0.00010647591945962721,0.00015286244447099059,0.0002175043924957557,0.0003070380328192465,0.00043024663163472533,0.000598585588211981,0.000826715901171435,0.0011329446754216282,0.001539397193902111,0.002071654463050691,0.0027575093441931224,0.003624482033562434,0.004695884466465986,0.005985627235617082,0.007492627868706762,0.009196401522801828,0.011055743035672392,0.013011859359739811,0.014995820828733691,0.01693842732776619,0.01877958505340604,0.02047468026875769
algeria,Electric Power,na,Electricity and Heat,Onshore wind energy,ONSHORE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.224907956109482e-08,7.26102252004936e-07,1.7069174888760536e-06,1.5237258231711893e-06,1.1759603689182558e-06,1.2611646434774516e-06,7.827050653916266e-06,2.7771424851605172e-05,5.832348819171337e-05,0.000104092622551823,0.00017153756701567016,0.00026967136272791007,0.00041101977409800465,0.0006129151711913288,0.0008992278417599114,0.0013026563384864421,0.0018677124083073546,0.0026545339230996385,0.003743622573851705,0.005241501464176664,0.007287075097986729,0.010058088893816491,0.013776460948065327,0.018710360205149535,0.02516980769455337,0.03349159900277486,0.04400919683181295,0.05700504541516365,0.07264765282883962,0.09092384600104687,0.11158535193109377,0.13413283057720604,0.15785382341245682,0.1819130249876381,0.2054718139135476,0.22780185997537108,0.24836235584878838
algeria,Electric Power,na,Electricity and Heat,Rooftop Solar photovoltaics,ROOFTOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6024171604985346e-08,5.189734213966136e-07,1.8010619070769493e-05,2.93435034812761e-05,5.829548847550536e-05,5.878979940063173e-05,2.5868127444363785e-05,8.53943304797777e-05,0.00016783126523040032,0.00028194054802235336,0.00043979557217996263,0.0006580052146142833,0.0009593696408214205,0.0013751063135787154,0.0019478176413170005,0.0027354043484567555,0.003816151618118624,0.005295210911893113,0.007312638059491869,0.010052976460468746,0.013756015334887297,0.018727702448181675,0.02534913575837253,0.03408003790388028,0.04545125559082162,0.060039156809379914,0.07841452171478522,0.10106154265467067,0.12827081034943802,0.16002382260731374,0.19590145368013526,0.2350557120910322,0.27627300965641555,0.3181266525926687,0.3591797695720258,0.39817906517036455,0.4341874956190657
algeria,Electric Power,na,Electricity and Heat,Utility Solar photovoltaics,SOLARPV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.886094571768012e-06,3.169761330701252e-05,6.687294274352621e-05,0.00011981669081542913,0.00019810756942356867,0.00031232828862147417,0.00047719412314494423,0.0007130768231040829,0.0010480441243908563,0.0015205582998701456,0.0021829936746114464,0.0031061305781260543,0.004384740057174444,0.006144253931250768,0.008548264142330302,0.011806141064952242,0.01617932428523662,0.02198377991816463,0.029584824477136163,0.03937936147029177,0.051760400537825775,0.06706085410629939,0.08547937617479219,0.1070005082033627,0.1313317108262868,0.15788454252792297,0.18581939321686214,0.21415189406410834,0.24189381402569715,0.26818696721281987,0.29239423503313133
algeria,Electric Power,na,Natural gas,Natural gas,NATGAS,0.9452019731272986,0.9557981047121378,0.957092236256492,0.9667800592932212,0.9619448614568623,0.9663545843246502,0.9636994802748318,0.961383084691177,0.9651183307400143,0.9723622002477094,0.9695121361902543,0.97080985098624,0.9783583425811209,0.9764785731811009,0.977774404835997,0.9782408680367718,0.9785386150820561,0.978486783409522,0.9801278771037244,0.9840452091104858,0.9788268659931008,0.9788491070519192,0.9812309294777641,0.9848255416154481,0.9900136097967623,0.9867525863304261,0.9862345082498707,0.9957047066004432,0.9949519009877456,0.9958393900792262,0.9958665893693585,0.9957536896489019,0.9955924023897815,0.9953632801647423,0.9950393390496686,0.994583236067686,0.9939434421685844,0.9930490882204387,0.9918030834773863,0.9900730296200256,0.987679399856927,0.9843804626180239,0.9798535758011319,0.9736728802788553,0.9652842618710921,0.9539799724354159,0.9388777645829465,0.9189129391544191,0.8928560330827182,0.859372732742577,0.8171431808431978,0.7650507188499364,0.7024307723130148,0.6293387514532633,0.5467612737423388,0.456679311429381,0.3619181680431937,0.2657905215980502,0.17162362742604512,0.08230971683353726,0.0
algeria,Electric Power,na,Oil products,Gas/diesel oil excl. biofuels,NONBIODIES,0.054727162935624976,0.04391172056856966,0.042788043138827746,0.03288331871416131,0.03798485350227698,0.03354864327835087,0.03625751774080783,0.03860470070597734,0.034795455214811935,0.027570013383913357,0.030483338672974033,0.029183415480948605,0.021637398330033676,0.02344039902775835,0.022160564005091383,0.021486955928755484,0.021422849007868002,0.02147607546514707,0.019822304810044426,0.015891120621742704,0.021158603884145418,0.021053909983716312,0.01865036173302018,0.015143929873796142,0.00997046066377797,0.013240694987113954,0.013726593388179222,0.004260027786432927,0.004975545688913707,0.004084160579842789,0.00408427213022899,0.00408123973986161,0.004077627002596935,0.0040733130991013645,0.004068147370907272,0.004061940006458321,0.004054449272489158,0.004045364002512062,0.004034279681269283,0.004020666084094364,0.004003824138866123,0.003982829656763544,0.003956462137345508,0.003923118487073915,0.003880714918460655,0.0038265864539926576,0.0037574033137373853,0.0036691374692659146,0.003557129529637029,0.0034163208927693064,0.00324171778195805,0.0030291252154407175,0.0027761129199322552,0.0024830511038839527,0.0021539204559061272,0.0017965418890402735,0.0014219766381271036,0.0010431264223997698,0.0006728924629405323,0.0003224351806395488,0.0
angola,Electric Power,na,Electricity and Heat,Hydro,HYDRO,0.843454790823212,0.7975249300139704,0.8744263745633136,0.9328700977505594,0.9332420703113623,0.9336099585062241,0.8898772658394253,0.7114211139100773,0.7676730133830358,0.575830474844215,0.5192140225940101,0.5041579912249108,0.5433367552908019,0.5058430492084195,0.739862136729531,0.7568994804038547,0.7699560149178154,0.7283980380238282,0.6971627816304891,0.5514394745305659,0.5896402881458734,0.632555328396077,0.4848315086144792,0.4447351347377588,0.3763976710208681,0.37634345772296274,0.417682092650019,0.6397073110334406,0.7084759206072079,0.6248444874063042,0.6181313084230514,0.6212169214573581,0.6247659896961385,0.6288283014333577,0.633451362967921,0.638676669169138,0.6445345094616343,0.6510369593661471,0.6581687505204115,0.6658759319957273,0.6740528072414269,0.68252875194329,0.6910582207255611,0.6993190445897527,0.7069247151131478,0.7134540790642849,0.7184962210112125,0.721701527698885,0.722826248185961,0.7217600038802134,0.718532127717079,0.7132991877288225,0.7063195536929877,0.6979213226392278,0.6884688531419582,0.6783318176368832,0.6678594663922487,0.6573616620339781,0.6470971515439025,0.6372685844982103,0.6280230951796727
angola,Electric Power,na,Electricity and Heat,Offshore wind energy,OFFSHORE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001277753600634296,0.0015102613868314292,0.0017848455272753256,0.002108809853475435,0.0024904906187019514,0.00293925497760361,0.0034654060265039348,0.004079951047778229,0.004794191376508142,0.005619113023187547,0.006564607646215152,0.007638635473933328,0.008846530851264172,0.010190683116794658,0.011670717448282401,0.01328403022993484,0.015026234722621344,0.01689100359383711,0.018869111522949795,0.020947018720835972,0.023105706003824496,0.025320418905293993,0.027561586238317125,0.02979672962043759,0.03199289874965813,0.034119109783934114,0.036148370266446364,0.038059051530535674,0.039835545572777506,0.04146827725373556,0.04295322083749254
angola,Electric Power,na,Electricity and Heat,Onshore wind energy,ONSHORE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004978260781692041,0.005884135273369178,0.006953943612760979,0.008216142286267892,0.009703210202734833,0.011451642769884146,0.013501581921443842,0.01589591317316186,0.01867866770068099,0.02189264814228905,0.025576393426812165,0.02976091743090894,0.0344670033166135,0.039703960195303686,0.045470327720580586,0.05175596193481084,0.05854377164657639,0.06580910491105336,0.07351601892058329,0.08161176125000992,0.0900222311837314,0.09865098274789823,0.10738280352591041,0.11609115436534075,0.12464765746619998,0.13293159656078166,0.14083780623290731,0.14828201895013834,0.15520342430952208,0.16156471657299498,0.167350211055165
angola,Electric Power,na,Electricity and Heat,Rooftop Solar photovoltaics,ROOFTOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3795067432444165e-05,0.00012597046382507656,0.0001414404013499771,0.00025113034812419507,0.00029812084086208604,0.0003250283365037682,0.0011012024803924514,0.0015151166897527954,0.0013413488963532768,0.001604910738380302,0.0017301737956628412,0.00175282271552907,0.0014306719721425489,0.0012682981233803738,0.0013514487649481624,0.0013123765287718825,0.0015272423066680424,0.0013218679298017278,0.0010499401462214805,0.004636181158193797,0.005289507323286377,0.006059648276103767,0.006966570569901883,0.00803298473557845,0.009284311061965452,0.010748385354522539,0.01245478939798256,0.014433699122193956,0.016714204527008135,0.019322197488116134,0.022278148528226734,0.02559533008887337,0.029279113287478384,0.033327644167128384,0.03773344868656197,0.042484706774514595,0.04756478521258219,0.05294953059170389,0.05860331006811508,0.06447577334573691,0.07050112062320098,0.0766005632447295,0.08268744274371749,0.08867373168513229,0.09447651194433593,0.10002333208871197,0.10525582960823879,0.11013147094276349,0.11462360877836429,0.11872025209017727
angola,Electric Power,na,Electricity and Heat,Utility Solar photovoltaics,SOLARPV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001277753600634296,0.0015102613868314292,0.0017848455272753256,0.002108809853475435,0.0024904906187019514,0.00293925497760361,0.0034654060265039348,0.004079951047778229,0.004794191376508142,0.005619113023187547,0.006564607646215152,0.007638635473933328,0.008846530851264172,0.010190683116794658,0.011670717448282401,0.01328403022993484,0.015026234722621344,0.01689100359383711,0.018869111522949795,0.020947018720835972,0.023105706003824496,0.025320418905293993,0.027561586238317125,0.02979672962043759,0.03199289874965813,0.034119109783934114,0.036148370266446364,0.038059051530535674,0.039835545572777506,0.04146827725373556,0.04295322083749254
angola,Electric Power,na,Natural gas,Natural gas,NATGAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004697552051251036,0.009144417610490735,0.1340954806178915,0.13251588375556309,0.1307370726727682,0.12866740981072114,0.12626645215658933,0.12349112146113618,0.12029696422836084,0.1166402254925569,0.11248100904091732,0.10778778218032259,0.10254334577299169,0.0967520309271586,0.09044722109927401,0.08369739161593497,0.07660808117100347,0.06931729140823129,0.06198343905715234,0.05476795300029549,0.047817316476900365,0.04124976523236296,0.035149459360991765,0.02956748863800265,0.024526878222934326,0.020028687943359415,0.016057508456446615,0.012585905140019124,0.009578012869841848,0.006992585260825768,0.004785655027614287,0.0029128098847237775,0.0013310240166261571,0.0
