Model,Scenario,Region Group,ISO,Region,Subvertical,Metric,Unit,Value 1,Duration 1 (Years),Value 2,Duration 2 (Years),Value 3,Duration 3 (Years)
PD22,Pathway,EU12-H,CYP,Cyprus,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.6350,30,0.0000,70,NA,NA
PD22,Pathway,EU12-H,CZE,Czech Republic,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.4371,30,0.0000,70,NA,NA
PD22,Pathway,OAS-L,PRK,Democratic People's Republic of Korea (North Korea),Biochar,Avg mitigation potential flux,tCO2e/ha/yr,2.3156,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,COD,Democratic Republic of the Congo (DRC),Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.6052,30,0.0000,70,NA,NA
PD22,Pathway,EU15,DNK,Denmark (except Greenland),Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.2454,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,DJI,Djibouti,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.2455,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,DOM,Dominican Republic,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,3.8059,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,ECU,Ecuador,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,3.1321,30,0.0000,70,NA,NA
PD22,Pathway,NAF,EGY,Egypt,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,4.8786,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,SLV,El Salvador,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,4.0720,30,0.0000,70,NA,NA
PD22,Pathway,SSA-M,GNQ,Equatorial Guinea,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.3192,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,ERI,Eritrea,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.2098,30,0.0000,70,NA,NA
PD22,Pathway,EU12-H,EST,Estonia,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.0280,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,ETH,Ethiopia,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.1972,30,0.0000,70,NA,NA
PD22,Pathway,NA,FLK,Falkland Islands,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.0000,30,0.0000,70,NA,NA
PD22,Pathway,NA,FRO,Faroe Islands,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.4845,30,0.0000,70,NA,NA
PD22,Pathway,OAS-L,FJI,Fiji,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,7.3470,30,0.0000,70,NA,NA
PD22,Pathway,EU15,FIN,Finland,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.9226,30,0.0000,70,NA,NA
PD22,Pathway,EU15,FRA,France (except French Guiana),Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.8669,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,GUF,French Guiana (France),Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.0000,30,0.0000,70,NA,NA
PD22,Pathway,OAS-M,PYF,French Polynesia,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.9219,30,0.0000,70,NA,NA
PD22,Pathway,SSA-M,GAB,Gabon,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.6860,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,GMB,"Gambia, The",Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.2896,30,0.0000,70,NA,NA
PD22,Pathway,CAS,GEO,Georgia,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.3468,30,0.0000,70,NA,NA
PD22,Pathway,EU15,DEU,Germany,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.5291,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,GHA,Ghana,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.8824,30,0.0000,70,NA,NA
PD22,Pathway,EU15,GRC,Greece,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.9618,30,0.0000,70,NA,NA
PD22,Pathway,EU15,GRL,Greenland (Denmark),Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.0000,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,GLP,Guadeloupe,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.0000,30,0.0000,70,NA,NA
PD22,Pathway,LAM-L,GTM,Guatemala,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,5.2354,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,GIN,Guinea,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.7697,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,GNB,Guinea-Bissau,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.8366,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,GUY,Guyana,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,6.8660,30,0.0000,70,NA,NA
PD22,Pathway,LAM-L,HTI,Haiti,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.2550,30,0.0000,70,NA,NA
PD22,Pathway,LAM-L,HND,Honduras,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,3.4276,30,0.0000,70,NA,NA
PD22,Pathway,EU12-H,HUN,Hungary,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,2.4246,30,0.0000,70,NA,NA
PD22,Pathway,EFTA,ISL,Iceland,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.7942,30,0.0000,70,NA,NA
PD22,Pathway,IND,IND,India,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.6167,30,0.0000,70,NA,NA
PD22,Pathway,IDN,IDN,Indonesia,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,3.7841,30,0.0000,70,NA,NA
PD22,Pathway,MEA-M,IRN,Iran,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.2088,30,0.0000,70,NA,NA
PD22,Pathway,MEA-M,IRQ,Iraq,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.9587,30,0.0000,70,NA,NA
PD22,Pathway,EU15,IRL,Ireland,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.2218,30,0.0000,70,NA,NA
PD22,Pathway,MEA-H,ISR,Israel,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.2304,30,0.0000,70,NA,NA
PD22,Pathway,EU15,ITA,Italy,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,2.4002,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,JAM,Jamaica,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,5.9501,30,0.0000,70,NA,NA
PD22,Pathway,JPN,JPN,Japan,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,5.1134,30,0.0000,70,NA,NA
PD22,Pathway,MEA-M,JOR,Jordan,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.5795,30,0.0000,70,NA,NA
PD22,Pathway,CAS,KAZ,Kazakhstan,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.6013,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,KEN,Kenya,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.8601,30,0.0000,70,NA,NA
PD22,Pathway,MEA-H,KWT,Kuwait,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,3.3893,30,0.0000,70,NA,NA
PD22,Pathway,CAS,KGZ,Kyrgyzstan,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.4430,30,0.0000,70,NA,NA
PD22,Pathway,OAS-CPA,LAO,Laos,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,4.5940,30,0.0000,70,NA,NA
PD22,Pathway,EU12-M,LVA,Latvia,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.2196,30,0.0000,70,NA,NA
PD22,Pathway,MEA-M,LBN,Lebanon,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.8844,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,LSO,Lesotho,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.3905,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,LBR,Liberia,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.7692,30,0.0000,70,NA,NA
PD22,Pathway,NAF,LBY,Libya,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.2497,30,0.0000,70,NA,NA
PD22,Pathway,EU12-M,LTU,Lithuania,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.2486,30,0.0000,70,NA,NA
PD22,Pathway,EU15,LUX,Luxembourg,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.2486,30,0.0000,70,NA,NA
PD22,Pathway,EEU,MKD,Macedonia (The Former Yugoslav Republic of Macedonia),Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.4106,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,MDG,Madagascar,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,2.2047,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,MWI,Malawi,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.8170,30,0.0000,70,NA,NA
PD22,Pathway,OAS-M,MYS,Malaysia,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,2.9318,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,MLI,Mali,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.7474,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,MTQ,Martinique,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.0000,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,MRT,Mauritania,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.1131,30,0.0000,70,NA,NA
PD22,Pathway,SSA-M,MUS,Mauritius,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,8.7044,30,0.0000,70,NA,NA
PD22,Pathway,MEX,MEX,Mexico,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,3.1374,30,0.0000,70,NA,NA
PD22,Pathway,EEU-FSA,MDA,Moldova,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.7330,30,0.0000,70,NA,NA
PD22,Pathway,OAS-CPA,MNG,Mongolia,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.4577,30,0.0000,70,NA,NA
PD22,Pathway,EEU,MNE,Montenegro,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.1544,30,0.0000,70,NA,NA
PD22,Pathway,NAF,MAR,Morocco,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.6174,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,MOZ,Mozambique,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.4518,30,0.0000,70,NA,NA
PD22,Pathway,OAS-L,MMR,Myanmar,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,3.1094,30,0.0000,70,NA,NA
PD22,Pathway,SSA-M,NAM,Namibia,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.1566,30,0.0000,70,NA,NA
PD22,Pathway,OAS-L,NPL,Nepal,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.7895,30,0.0000,70,NA,NA
PD22,Pathway,EU15,NLD,Netherlands,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.4115,30,0.0000,70,NA,NA
PD22,Pathway,OAS-M,NCL,New Caledonia,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,2.1937,30,0.0000,70,NA,NA
PD22,Pathway,ANUZ,NZL,New Zealand,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,2.1528,30,0.0000,70,NA,NA
PD22,Pathway,LAM-L,NIC,Nicaragua,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,3.0901,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,NER,Niger,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.1410,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,NGA,Nigeria,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.6112,30,0.0000,70,NA,NA
PD22,Pathway,EFTA,NOR,Norway,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.0076,30,0.0000,70,NA,NA
PD22,Pathway,MEA-H,OMN,Oman,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,6.1767,30,0.0000,70,NA,NA
PD22,Pathway,PAK,PAK,Pakistan,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,2.2322,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,PAN,Panama,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,5.2010,30,0.0000,70,NA,NA
PD22,Pathway,OAS-L,PNG,Papua New Guinea,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.5651,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,PRY,Paraguay,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,2.9149,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,PER,Peru,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,4.4344,30,0.0000,70,NA,NA
PD22,Pathway,OAS-L,PHL,Philippines,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,3.0378,30,0.0000,70,NA,NA
PD22,Pathway,EU12-H,POL,Poland,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.4376,30,0.0000,70,NA,NA
PD22,Pathway,EU15,PRT,Portugal,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,3.0550,30,0.0000,70,NA,NA
PD22,Pathway,USA,PRI,Puerto Rico,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.5088,30,0.0000,70,NA,NA
PD22,Pathway,MEA-H,QAT,Qatar,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,3.0994,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,COG,Republic of Congo (ROC),Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.8625,30,0.0000,70,NA,NA
PD22,Pathway,ANUZ,KOR,Republic of Korea (South Korea),Biochar,Avg mitigation potential flux,tCO2e/ha/yr,4.8574,30,0.0000,70,NA,NA
PD22,Pathway,SSA-M,REU,Reunion,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.0000,30,0.0000,70,NA,NA
PD22,Pathway,EU12-M,ROU,Romania,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,2.1884,30,0.0000,70,NA,NA
PD22,Pathway,RUS,RUS,Russia,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.0759,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,RWA,Rwanda,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.6092,30,0.0000,70,NA,NA
PD22,Pathway,OAS-L,WSM,Samoa,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.4250,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,STP,Sao Tome and Principe,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.3286,30,0.0000,70,NA,NA
PD22,Pathway,MEA-H,SAU,Saudi Arabia,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.2960,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,SEN,Senegal,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.5066,30,0.0000,70,NA,NA
PD22,Pathway,EEU,SRB,Serbia,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,2.6778,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,SLE,Sierra Leone,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.0631,30,0.0000,70,NA,NA
PD22,Pathway,EU12-H,SVK,Slovakia,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.9093,30,0.0000,70,NA,NA
PD22,Pathway,EU12-H,SVN,Slovenia,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,2.5973,30,0.0000,70,NA,NA
PD22,Pathway,OAS-L,SLB,Solomon Islands,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.7849,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,SOM,Somalia,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.2823,30,0.0000,70,NA,NA
PD22,Pathway,SAF,ZAF,South Africa,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.9977,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,SSD,South Sudan,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.5930,30,0.0000,70,NA,NA
PD22,Pathway,EU15,ESP,Spain,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.2678,30,0.0000,70,NA,NA
PD22,Pathway,OAS-M,LKA,Sri Lanka,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,2.5360,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,SDN,Sudan,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.2254,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,SUR,Suriname,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,4.5622,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,SWZ,Swaziland,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,5.1610,30,0.0000,70,NA,NA
PD22,Pathway,EU15,SWE,Sweden,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.1975,30,0.0000,70,NA,NA
PD22,Pathway,EFTA,CHE,Switzerland,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.6469,30,0.0000,70,NA,NA
PD22,Pathway,MEA-M,SYR,Syria,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.4856,30,0.0000,70,NA,NA
PD22,Pathway,CAS,TJK,Tajikistan,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.4203,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,TZA,Tanzania,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.7517,30,0.0000,70,NA,NA
PD22,Pathway,OAS-M,THA,Thailand,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,4.6120,30,0.0000,70,NA,NA
PD22,Pathway,OAS-L,TLS,Timor-Leste,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,2.0510,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,TGO,Togo,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.5966,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,TTO,Trinidad and Tobago,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.9932,30,0.0000,70,NA,NA
PD22,Pathway,NAF,TUN,Tunisia,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.4441,30,0.0000,70,NA,NA
PD22,Pathway,TUR,TUR,Turkey,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.1857,30,0.0000,70,NA,NA
PD22,Pathway,CAS,TKM,Turkmenistan,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.8534,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,UGA,Uganda,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.8137,30,0.0000,70,NA,NA
PD22,Pathway,EEU-FSU,UKR,Ukraine,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.8539,30,0.0000,70,NA,NA
PD22,Pathway,MEA-H,ARE,United Arab Emirates,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,7.1423,30,0.0000,70,NA,NA
PD22,Pathway,EU15,GBR,United Kingdom,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.2712,30,0.0000,70,NA,NA
PD22,Pathway,USA,USA,United States (except Alaska),Biochar,Avg mitigation potential flux,tCO2e/ha/yr,3.4321,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,URY,Uruguay,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,2.3988,30,0.0000,70,NA,NA
PD22,Pathway,CAS,UZB,Uzbekistan,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.7034,30,0.0000,70,NA,NA
PD22,Pathway,OAS-L,VUT,Vanuatu,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.6812,30,0.0000,70,NA,NA
PD22,Pathway,LAM-M,VEN,Venezuela,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,3.1555,30,0.0000,70,NA,NA
PD22,Pathway,OAS-CPA,VNM,Vietnam,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,5.5932,30,0.0000,70,NA,NA
PD22,Pathway,NAF,ESH,Western Sahara,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.0000,30,0.0000,70,NA,NA
PD22,Pathway,MEA-M,YEM,Yemen,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.4530,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,ZMB,Zambia,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,1.3012,30,0.0000,70,NA,NA
PD22,Pathway,SSA-L,ZWE,Zimbabwe,Biochar,Avg mitigation potential flux,tCO2e/ha/yr,0.5878,30,0.0000,70,NA,NA
PD22,Pathway,PAK,AFG,Afghanistan,Coastal Restoration,Avg mitigation potential flux,tCO2e/ha/yr,0.0000,100,NA,NA,NA,NA
PD22,Pathway,EEU,ALB,Albania,Coastal Restoration,Avg mitigation potential flux,tCO2e/ha/yr,0.0000,100,NA,NA,NA,NA
PD22,Pathway,NAF,DZA,Algeria,Coastal Restoration,Avg mitigation potential flux,tCO2e/ha/yr,0.0000,100,NA,NA,NA,NA
PD22,Pathway,SSA-M,AGO,Angola,Coastal Restoration,Avg mitigation potential flux,tCO2e/ha/yr,14.6667,15,25.6667,25,0,60
PD22,Pathway,LAM-M,ARG,Argentina,Coastal Restoration,Avg mitigation potential flux,tCO2e/ha/yr,0.0000,100,NA,NA,NA,NA
PD22,Pathway,CAS,ARM,Armenia,Coastal Restoration,Avg mitigation potential flux,tCO2e/ha/yr,0.0000,100,NA,NA,NA,NA
