Region,Sector,Metric,Unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
World ,Animal Mgmt,Emissions,MtCO2e/ha/yr,1692.5,1692.5,1692.5,1692.5,1692.5,1692.5,1692.5,1692.5,1692.5,1692.5,1692.5,1692.5,1692.5,1692.5,1692.5,1692.5,1692.5,1692.5,1692.5,1692.5,1692.5,1726.56666666667,1737.83333333333,1726.46666666667,1748.6,1760.26666666667,1771.9,1783.53333333333,1795.2,1806.83333333333,1818.46666666667,1830.13333333333,1841.76666666667,1853.4,1865.06666666667,1876.7,1888.33333333333,1900,1911.63333333333,1923.26666666667,1934.93333333333,1944.46666666667,1953.96666666667,1963.5,1973.03333333333,1982.56666666667,1992.1,2001.63333333334,2011.16666666666,2020.7,2030.23333333334,2031.66666666666,2040.16666666666,2048.5,2056.7,2064.8,2072.73333333334,2080.53333333334,2088.23333333334,2095.76666666666,2103.2,2110.5,2117.66666666666,2124.66666666666,2131.56666666666,2138.33333333334,2144.96666666666,2151.46666666666,2157.83333333334,2164.06666666666,2170.16666666666,2176.16666666666,2182,2187.7,2193.26666666666,2198.73333333334,2204.03333333334,2209.23333333334,2214.26666666666,2219.2,2224,2228.66666666666,2233.16666666666,2237.56666666666,2241.83333333334,2245.96666666666,2249.96666666666,2253.83333333334,2257.56666666666,2261.16666666666,2264.66666666666,2268,2271.2,2274.3,2277.23333333334,2280.03333333334,2282.73333333334,2285.3,2287.7,2290,2292.16666666666,2294.16666666666,2296.06666666666,2297.83333333334,2299.46666666666,2300.96666666666,2302.33333333334,2303.56666666666,2304.7,2305.66666666666,2306.5
World ,Avoided Coastal Impacts,Emissions,MtCO2e/ha/yr,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,988.733333333333,1017.53333333333,998.666666666667,1050.56666666667,1077,1106.1,1135.23333333333,1164.33333333333,1193.46666666667,1222.56666666667,1243.56666666667,1261.2,1275.6,1286.86666666667,1295.13333333333,1300.5,1303.06666666667,1302.96666666667,1300.33333333333,1295.2,1287.73333333333,1278,1266.13333333333,1252.23333333333,1236.36666666667,1218.66666666667,1199.23333333333,1178.13333333333,1155.5,1131.36666666667,1105.9,1079.16666666667,1051.23333333333,1022.2,992.166666666667,961.233333333333,929.433333333333,896.9,863.7,829.9,795.566666666667,760.833333333333,725.733333333333,690.366666666667,654.8,619.1,583.333333333333,547.566666666667,511.9,476.4,441.066666666667,406.066666666667,371.4,337.133333333333,303.333333333333,270.066666666667,237.4,205.366666666667,174.033333333333,143.466666666667,113.7,84.8333333333333,56.8333333333333,29.8333333333333,3.83333333333333,-21.1,-44.9333333333333,-67.6333333333333,-89.1333333333333,-109.366666666667,-128.366666666667,-146.033333333333,-162.333333333333,-177.266666666667,-190.733333333333,-202.8,-213.333333333333,-222.366666666667,-229.833333333333,-235.733333333333,-240,-242.666666666667,-243.633333333333,-242.933333333333,-240.533333333333,-236.4,-230.533333333333,-222.9,-213.466666666667,-202.266666666667
World ,Avoided Forest Conversion,Emissions,MtCO2e/ha/yr,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,988.733333333333,1017.53333333333,998.666666666667,1050.56666666667,1077,1106.1,1135.23333333333,1164.33333333333,1193.46666666667,1222.56666666667,1243.56666666667,1261.2,1275.6,1286.86666666667,1295.13333333333,1300.5,1303.06666666667,1302.96666666667,1300.33333333333,1295.2,1287.73333333333,1278,1266.13333333333,1252.23333333333,1236.36666666667,1218.66666666667,1199.23333333333,1178.13333333333,1155.5,1131.36666666667,1105.9,1079.16666666667,1051.23333333333,1022.2,992.166666666667,961.233333333333,929.433333333333,896.9,863.7,829.9,795.566666666667,760.833333333333,725.733333333333,690.366666666667,654.8,619.1,583.333333333333,547.566666666667,511.9,476.4,441.066666666667,406.066666666667,371.4,337.133333333333,303.333333333333,270.066666666667,237.4,205.366666666667,174.033333333333,143.466666666667,113.7,84.8333333333333,56.8333333333333,29.8333333333333,3.83333333333333,-21.1,-44.9333333333333,-67.6333333333333,-89.1333333333333,-109.366666666667,-128.366666666667,-146.033333333333,-162.333333333333,-177.266666666667,-190.733333333333,-202.8,-213.333333333333,-222.366666666667,-229.833333333333,-235.733333333333,-240,-242.666666666667,-243.633333333333,-242.933333333333,-240.533333333333,-236.4,-230.533333333333,-222.9,-213.466666666667,-202.266666666667
World ,Avoided Peat Impacts,Emissions,MtCO2e/ha/yr,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,988.733333333333,1017.53333333333,998.666666666667,1050.56666666667,1077,1106.1,1135.23333333333,1164.33333333333,1193.46666666667,1222.56666666667,1243.56666666667,1261.2,1275.6,1286.86666666667,1295.13333333333,1300.5,1303.06666666667,1302.96666666667,1300.33333333333,1295.2,1287.73333333333,1278,1266.13333333333,1252.23333333333,1236.36666666667,1218.66666666667,1199.23333333333,1178.13333333333,1155.5,1131.36666666667,1105.9,1079.16666666667,1051.23333333333,1022.2,992.166666666667,961.233333333333,929.433333333333,896.9,863.7,829.9,795.566666666667,760.833333333333,725.733333333333,690.366666666667,654.8,619.1,583.333333333333,547.566666666667,511.9,476.4,441.066666666667,406.066666666667,371.4,337.133333333333,303.333333333333,270.066666666667,237.4,205.366666666667,174.033333333333,143.466666666667,113.7,84.8333333333333,56.8333333333333,29.8333333333333,3.83333333333333,-21.1,-44.9333333333333,-67.6333333333333,-89.1333333333333,-109.366666666667,-128.366666666667,-146.033333333333,-162.333333333333,-177.266666666667,-190.733333333333,-202.8,-213.333333333333,-222.366666666667,-229.833333333333,-235.733333333333,-240,-242.666666666667,-243.633333333333,-242.933333333333,-240.533333333333,-236.4,-230.533333333333,-222.9,-213.466666666667,-202.266666666667
World ,Biochar,Emissions,MtCO2e/ha/yr,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,575.522222222222,579.277777777778,575.488888888889,582.866666666667,586.755555555556,590.633333333333,594.511111111111,598.4,602.277777777778,606.155555555556,610.044444444444,613.922222222222,617.8,621.688888888889,625.566666666667,629.444444444444,633.333333333333,637.211111111111,641.088888888889,644.977777777778,648.155555555556,651.322222222222,654.5,657.677777777778,660.855555555556,664.033333333333,667.211111111111,670.388888888889,673.566666666667,676.744444444444,677.222222222222,680.055555555556,682.833333333333,685.566666666667,688.266666666667,690.911111111111,693.511111111111,696.077777777778,698.588888888889,701.066666666667,703.5,705.888888888889,708.222222222222,710.522222222222,712.777777777778,714.988888888889,717.155555555556,719.277777777778,721.355555555556,723.388888888889,725.388888888889,727.333333333333,729.233333333333,731.088888888889,732.911111111111,734.677777777778,736.411111111111,738.088888888889,739.733333333333,741.333333333333,742.888888888889,744.388888888889,745.855555555556,747.277777777778,748.655555555556,749.988888888889,751.277777777778,752.522222222222,753.722222222222,754.888888888889,756,757.066666666667,758.1,759.077777777778,760.011111111111,760.911111111111,761.766666666667,762.566666666667,763.333333333333,764.055555555556,764.722222222222,765.355555555556,765.944444444444,766.488888888889,766.988888888889,767.444444444444,767.855555555556,768.233333333333,768.555555555556,768.833333333333
World ,Coastal Restoration,Emissions,MtCO2e/ha/yr,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,988.733333333333,1017.53333333333,998.666666666667,1050.56666666667,1077,1106.1,1135.23333333333,1164.33333333333,1193.46666666667,1222.56666666667,1243.56666666667,1261.2,1275.6,1286.86666666667,1295.13333333333,1300.5,1303.06666666667,1302.96666666667,1300.33333333333,1295.2,1287.73333333333,1278,1266.13333333333,1252.23333333333,1236.36666666667,1218.66666666667,1199.23333333333,1178.13333333333,1155.5,1131.36666666667,1105.9,1079.16666666667,1051.23333333333,1022.2,992.166666666667,961.233333333333,929.433333333333,896.9,863.7,829.9,795.566666666667,760.833333333333,725.733333333333,690.366666666667,654.8,619.1,583.333333333333,547.566666666667,511.9,476.4,441.066666666667,406.066666666667,371.4,337.133333333333,303.333333333333,270.066666666667,237.4,205.366666666667,174.033333333333,143.466666666667,113.7,84.8333333333333,56.8333333333333,29.8333333333333,3.83333333333333,-21.1,-44.9333333333333,-67.6333333333333,-89.1333333333333,-109.366666666667,-128.366666666667,-146.033333333333,-162.333333333333,-177.266666666667,-190.733333333333,-202.8,-213.333333333333,-222.366666666667,-229.833333333333,-235.733333333333,-240,-242.666666666667,-243.633333333333,-242.933333333333,-240.533333333333,-236.4,-230.533333333333,-222.9,-213.466666666667,-202.266666666667
World ,Cropland Soil Health,Emissions,MtCO2e/ha/yr,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,575.522222222222,579.277777777778,575.488888888889,582.866666666667,586.755555555556,590.633333333333,594.511111111111,598.4,602.277777777778,606.155555555556,610.044444444444,613.922222222222,617.8,621.688888888889,625.566666666667,629.444444444444,633.333333333333,637.211111111111,641.088888888889,644.977777777778,648.155555555556,651.322222222222,654.5,657.677777777778,660.855555555556,664.033333333333,667.211111111111,670.388888888889,673.566666666667,676.744444444444,677.222222222222,680.055555555556,682.833333333333,685.566666666667,688.266666666667,690.911111111111,693.511111111111,696.077777777778,698.588888888889,701.066666666667,703.5,705.888888888889,708.222222222222,710.522222222222,712.777777777778,714.988888888889,717.155555555556,719.277777777778,721.355555555556,723.388888888889,725.388888888889,727.333333333333,729.233333333333,731.088888888889,732.911111111111,734.677777777778,736.411111111111,738.088888888889,739.733333333333,741.333333333333,742.888888888889,744.388888888889,745.855555555556,747.277777777778,748.655555555556,749.988888888889,751.277777777778,752.522222222222,753.722222222222,754.888888888889,756,757.066666666667,758.1,759.077777777778,760.011111111111,760.911111111111,761.766666666667,762.566666666667,763.333333333333,764.055555555556,764.722222222222,765.355555555556,765.944444444444,766.488888888889,766.988888888889,767.444444444444,767.855555555556,768.233333333333,768.555555555556,768.833333333333
World ,Improved Forest Mgmt,Emissions,MtCO2e/ha/yr,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,996.433333333333,988.733333333333,1017.53333333333,998.666666666667,1050.56666666667,1077,1106.1,1135.23333333333,1164.33333333333,1193.46666666667,1222.56666666667,1243.56666666667,1261.2,1275.6,1286.86666666667,1295.13333333333,1300.5,1303.06666666667,1302.96666666667,1300.33333333333,1295.2,1287.73333333333,1278,1266.13333333333,1252.23333333333,1236.36666666667,1218.66666666667,1199.23333333333,1178.13333333333,1155.5,1131.36666666667,1105.9,1079.16666666667,1051.23333333333,1022.2,992.166666666667,961.233333333333,929.433333333333,896.9,863.7,829.9,795.566666666667,760.833333333333,725.733333333333,690.366666666667,654.8,619.1,583.333333333333,547.566666666667,511.9,476.4,441.066666666667,406.066666666667,371.4,337.133333333333,303.333333333333,270.066666666667,237.4,205.366666666667,174.033333333333,143.466666666667,113.7,84.8333333333333,56.8333333333333,29.8333333333333,3.83333333333333,-21.1,-44.9333333333333,-67.6333333333333,-89.1333333333333,-109.366666666667,-128.366666666667,-146.033333333333,-162.333333333333,-177.266666666667,-190.733333333333,-202.8,-213.333333333333,-222.366666666667,-229.833333333333,-235.733333333333,-240,-242.666666666667,-243.633333333333,-242.933333333333,-240.533333333333,-236.4,-230.533333333333,-222.9,-213.466666666667,-202.266666666667
World ,Improved Rice,Emissions,MtCO2e/ha/yr,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,575.522222222222,579.277777777778,575.488888888889,582.866666666667,586.755555555556,590.633333333333,594.511111111111,598.4,602.277777777778,606.155555555556,610.044444444444,613.922222222222,617.8,621.688888888889,625.566666666667,629.444444444444,633.333333333333,637.211111111111,641.088888888889,644.977777777778,648.155555555556,651.322222222222,654.5,657.677777777778,660.855555555556,664.033333333333,667.211111111111,670.388888888889,673.566666666667,676.744444444444,677.222222222222,680.055555555556,682.833333333333,685.566666666667,688.266666666667,690.911111111111,693.511111111111,696.077777777778,698.588888888889,701.066666666667,703.5,705.888888888889,708.222222222222,710.522222222222,712.777777777778,714.988888888889,717.155555555556,719.277777777778,721.355555555556,723.388888888889,725.388888888889,727.333333333333,729.233333333333,731.088888888889,732.911111111111,734.677777777778,736.411111111111,738.088888888889,739.733333333333,741.333333333333,742.888888888889,744.388888888889,745.855555555556,747.277777777778,748.655555555556,749.988888888889,751.277777777778,752.522222222222,753.722222222222,754.888888888889,756,757.066666666667,758.1,759.077777777778,760.011111111111,760.911111111111,761.766666666667,762.566666666667,763.333333333333,764.055555555556,764.722222222222,765.355555555556,765.944444444444,766.488888888889,766.988888888889,767.444444444444,767.855555555556,768.233333333333,768.555555555556,768.833333333333
World ,Legumes,Emissions,MtCO2e/ha/yr,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,564.166666666667,575.522222222222,579.277777777778,575.488888888889,582.866666666667,586.755555555556,590.633333333333,594.511111111111,598.4,602.277777777778,606.155555555556,610.044444444444,613.922222222222,617.8,621.688888888889,625.566666666667,629.444444444444,633.333333333333,637.211111111111,641.088888888889,644.977777777778,648.155555555556,651.322222222222,654.5,657.677777777778,660.855555555556,664.033333333333,667.211111111111,670.388888888889,673.566666666667,676.744444444444,677.222222222222,680.055555555556,682.833333333333,685.566666666667,688.266666666667,690.911111111111,693.511111111111,696.077777777778,698.588888888889,701.066666666667,703.5,705.888888888889,708.222222222222,710.522222222222,712.777777777778,714.988888888889,717.155555555556,719.277777777778,721.355555555556,723.388888888889,725.388888888889,727.333333333333,729.233333333333,731.088888888889,732.911111111111,734.677777777778,736.411111111111,738.088888888889,739.733333333333,741.333333333333,742.888888888889,744.388888888889,745.855555555556,747.277777777778,748.655555555556,749.988888888889,751.277777777778,752.522222222222,753.722222222222,754.888888888889,756,757.066666666667,758.1,759.077777777778,760.011111111111,760.911111111111,761.766666666667,762.566666666667,763.333333333333,764.055555555556,764.722222222222,765.355555555556,765.944444444444,766.488888888889,766.988888888889,767.444444444444,767.855555555556,768.233333333333,768.555555555556,768.833333333333
